"","SiteID","ID","RecordID","Time","Ratio","Ratio_LESA","Ratio_WESA","CountNum","Count","counts.cleaned","WESA_PEEPS"
"1","BB04","BB042013818_W1","BB042013818","'14:30","","","","1","15 at West end of area",15,""
"2","BB04","BB042013818_W2","BB042013818","'14:45","","","","2","15 at West end",15,""
"3","BB04","BB042013818_W3","BB042013818","'14:45","","","","3","600 at East end of area",600,""
"4","BB04","BB042013818_W4","BB042013818","'15:00","","","","4","15 at West end",15,""
"5","BB04","BB042013818_W5","BB042013818","'15:00","","","","5","600 at East end",600,""
"6","BB04","BB042013818_W6","BB042013818","'15:15","","","","6","300 at West end",300,""
"7","BB04","BB042013818_W7","BB042013818","'15:30","","","","7","280 at West end",280,""
"8","BB04","BB042013818_W8","BB042013818","'15:45","","","","8","300 at West end",300,""
"9","BB72","BB722014720_W1","BB722014720","0.510416667","0 LESA:>5000 WESA/peeps","","","1",">5500",5500,"Peeps (Non species specific)"
"10","BB72","BB722014720_W2","BB722014720","0.520833333","0 LESA:>5000 WESA/peeps","","","2",">5500",5500,""
"11","BB72","BB722014720_W3","BB722014720","0.53125","0 LESA:>5000 WESA/peeps","","","3","300+",300,""
"12","BB72","BB722014816_W1","BB722014816","0.375","","","","1","5/10 000",7500,"Peeps (Non species specific)"
"13","BB72","BB722014816_W2","BB722014816","0.38541666700000005","","","","2","5/10 000",7500,""
"14","COMX","COMX2013817_W1","COMX2013817","1045","","","","1","100-150",125,""
"15","CROC","CROC2014718_W4","CROC2014718","10:45","","2","67","4","[285]*  225",285,"WESA (plus 60 PEEPS sleeping)"
"16","CROC","CROC2014718_W6","CROC2014718","11:15","","2","67","6","[123]  73",123,"WESA (plus 50 PEEPS)"
"17","CROC","CROC2014718_W7","CROC2014718","11:30","","2","67","7","[165] 105",165,"WESA (plus 50 peeps sleeping among mud clots)"
"18","CROC","CROC2014718_W8","CROC2014718","11:45","","2","67","8","[127] 67",127,"WESA (plus 60 PEEPS feeding along west shore)"
"19","CROC","CROC2014718_W9","CROC2014718","12:00","","2","67","9","[130]  90",130,"PEEPS (plus 40 peeps far shore"
"20","CROC","CROC2014719_W1","CROC2014719","8:30","","8","152","1","[690] 260 Near (plus 430 Far)",690,"PEEPS"
"21","CROC","CROC2014719_W2","CROC2014719","8:45","","8","152","2","[675] 200 near (plus 475 far)",675,"WESA (plus PEEPS)"
"22","CROC","CROC2014719_W3","CROC2014719","9:00","","8","152","3","[786] 186 near (plus 600 far)",786,"WESA (plus PEEPS)"
"23","CROC","CROC2014719_W4","CROC2014719","9:15","","8","152","4","[895] 205 near (plus 690 far)",895,"WESA (plus PEEPS)"
"24","CROC","CROC2014719_W5","CROC2014719","9:30","","8","152","5","[899] 169 near (plus 730 far)",899,""
"25","CROC","CROC2014719_W6","CROC2014719","9:45","","8","152","6","[862] 152 near (plus 710 far)",862,""
"26","CROC","CROC2014719_W7","CROC2014719","10:00","","8","152","7","[840] 360 near (plus 480 far",840,""
"27","CROC","CROC2014719_W8","CROC2014719","10:15","","8","152","8","[1035] 275 near (plus 760 far)",1035,""
"28","CROC","CROC2014719_W9","CROC2014719","10:30","","8","152","9","[860] 190 near (plus 670 far)",860,""
"29","CROC","CROC2014720_W1","CROC2014720","7:30","","undetermined","undetermined","1","[1,515] 267 near (plus 1,250 far)",1515,"PEEPS"
"30","CROC","CROC2014720_W2","CROC2014720","7:45","","undetermined","undetermined","2","[1,510] 300 near plus 1,210 far",1510,"PEEPS"
"31","FRCR","FRCR2014816_W11","FRCR2014816","10:00","4 WESA; 1 LESA","","","11","3 WESA",3,""
"32","FRCR","FRCR2014817_W10","FRCR2014817","10:45 am","6 WESA; 1 LESA","","","10","6 WESA",6,""
"33","FRCR","FRCR2014817_W5","FRCR2014817","9:30","6 WESA; 1 LESA","","","5","4 WESA",4,""
"34","FRCR","FRCR2014817_W6","FRCR2014817","9:45","6 WESA; 1 LESA","","","6","6 WESA",6,""
"35","FRCR","FRCR2014817_W8","FRCR2014817","10:00","6 WESA; 1 LESA","","","8","4 WESA",4,""
"36","MAPL","MAPL2013818_W3","MAPL2013818","'16:15","","","","3","15+",15,""
"37","MAPL","MAPL2014817_W2","MAPL2014817","0.45833333299999995","5 WESA; 0 LESA","","","2","5 WESA",5,""
"38","MAPL","MAPL2014817_W3","MAPL2014817","0.46875","5 WESA; 0 LESA","","","3","5 WESA",5,""
"39","MAPL","MAPL2014817_W4","MAPL2014817","0.479166667","5 WESA; 0 LESA","","","4","5 WESA",5,""
"40","MAPL","MAPL2014817_W5","MAPL2014817","11:45","5 WESA; 0 LESA","","","5","5 WESA",5,""
"41","NANO","NANO2013721_W1","NANO2013721","'12:00","","","","1","Zero",0,""
"42","NJEN","NJEN2013818_W2","NJEN2013818","'10:15","","","","2","Unknown",NA,""
"43","PEDD","PEDD2013720_W3","PEDD2013720","830","","","","3","9 (see notes)",9,""
"44","SDNY","SDNY2013817_W10","SDNY2013817","1320","","","","10","54 WESA",54,""
"45","SDNY","SDNY2013818_W10","SDNY2013818","1415","","","","10","78 WESA",78,""
"46","SDNY","SDNY2013818_W11","SDNY2013818","1430","","","","11","78 WESA",78,""
"47","SDNY","SDNY2013818_W6","SDNY2013818","1315","","","","6","64 WESA",64,""
"48","SDNY","SDNY2013818_W7","SDNY2013818","1330","","","","7","64 WESA",64,""
"49","SDNY","SDNY2013818_W8","SDNY2013818","1345","","","","8","64 WESA",64,""
"50","SDNY","SDNY2013818_W9","SDNY2013818","1400","","","","9","69 WESA",69,""
"51","WINT","WINT2015814_W10","WINT2015814","2:15:00 PM","most common was  4 WESA; 2 LESA ","","","10","6: 4 WESA; 2 LESA",4,""
"52","WINT","WINT2015814_W11","WINT2015814","2:30:00 PM","most common was  4 WESA; 2 LESA ","","","11","6: 4 WESA; 2 LESA",4,""
"53","WINT","WINT2015814_W2","WINT2015814","12:15:00 PM","most common was  4 WESA; 2 LESA ","","","2","5 WESA",5,"Western Sandpipers Only"
"54","WINT","WINT2015814_W3","WINT2015814","12:30:00 PM","most common was  4 WESA; 2 LESA ","","","3","6:  4 WESA; 2 LESA",4,""
"55","WINT","WINT2015814_W4","WINT2015814","12:45:00 PM","most common was  4 WESA; 2 LESA ","","","4","1 LESA",0,""
"56","WINT","WINT2015814_W5","WINT2015814","1:00:00 PM","most common was  4 WESA; 2 LESA ","","","5","4: 2 WESA; 2 LESA",2,""
"57","WINT","WINT2015814_W6","WINT2015814","1:15:00 PM","most common was  4 WESA; 2 LESA ","","","6","4: 3 WESA; 1 LESA",3,""
"58","WINT","WINT2015814_W7","WINT2015814","1:30:00 PM","most common was  4 WESA; 2 LESA ","","","7","3: 2 WESA; 1 LESA",1,""
"59","WINT","WINT2015814_W8","WINT2015814","1:45:00 PM","most common was  4 WESA; 2 LESA ","","","8","5: 4 WESA; 1 LESA",4,""
"60","WINT","WINT2015814_W9","WINT2015814","2:00:00 PM","most common was  4 WESA; 2 LESA ","","","9","4: 3 WESA; 1 LESA",3,""
"61","WINT","WINT2015816_W1","WINT2015816","12:30:00 PM","3 WESA; 0 LESA","","","1","2 WESA",2,"Western Sandpipers Only"
"62","WINT","WINT2015816_W10","WINT2015816","2:45:00 PM","3 WESA; 0 LESA","","","10","3 WESA",3,"Western Sandpipers Only"
"63","WINT","WINT2015816_W11","WINT2015816","3:00:00 PM","3 WESA; 0 LESA","","","11","3 WESA",3,"Western Sandpipers Only"
"64","WINT","WINT2015816_W2","WINT2015816","12:45:00 PM","3 WESA; 0 LESA","","","2","2 WESA",2,"Western Sandpipers Only"
"65","WINT","WINT2015816_W3","WINT2015816","1:00:00 PM","3 WESA; 0 LESA","","","3","2 WESA",2,"Western Sandpipers Only"
"66","WINT","WINT2015816_W4","WINT2015816","1:15:00 PM","3 WESA; 0 LESA","","","4","3 WESA",3,"Western Sandpipers Only"
"67","WINT","WINT2015816_W5","WINT2015816","1:30:00 PM","3 WESA; 0 LESA","","","5","1 WESA",1,"Western Sandpipers Only"
"68","WINT","WINT2015816_W6","WINT2015816","1:45:00 PM","3 WESA; 0 LESA","","","6","1 WESA",1,"Western Sandpipers Only"
"69","WINT","WINT2015816_W7","WINT2015816","2:00:00 PM","3 WESA; 0 LESA","","","7","3 WESA",3,"Western Sandpipers Only"
"70","WINT","WINT2015816_W8","WINT2015816","2:15:00 PM","3 WESA; 0 LESA","","","8","2 WESA",2,"Western Sandpipers Only"
"71","WINT","WINT2015816_W9","WINT2015816","2:30:00 PM","3 WESA; 0 LESA","","","9","3 WESA",3,"Western Sandpipers Only"
"72","WINT","WINT2015817_W1","WINT2015817","1:30:00 PM","2 WESA; 0 LESA","","","1","2 WESA",2,"Western Sandpipers Only"
"73","WINT","WINT2015817_W10","WINT2015817","3:45:00 PM","2 WESA; 0 LESA","","","10","0 WESA;  0 LESA",0,""
"74","WINT","WINT2015817_W11","WINT2015817","4:00:00 PM","2 WESA; 0 LESA","","","11","0 WESA; 0 LESA",0,""
"75","WINT","WINT2015817_W2","WINT2015817","1:45:00 PM","2 WESA; 0 LESA","","","2","2 WESA",2,"Western Sandpipers Only"
"76","WINT","WINT2015817_W3","WINT2015817","2:00:00 PM","2 WESA; 0 LESA","","","3","0 WESA; 0 LESA",0,""
"77","WINT","WINT2015817_W4","WINT2015817","2:15:00 PM","2 WESA; 0 LESA","","","4","0 WESA; 0 LESA",0,""
"78","WINT","WINT2015817_W5","WINT2015817","2:30:00 PM","2 WESA; 0 LESA","","","5","2 WESA",2,"Western Sandpipers Only"
"79","WINT","WINT2015817_W6","WINT2015817","2:45:00 PM","2 WESA; 0 LESA","","","6","2 WESA",2,"Western Sandpipers Only"
"80","WINT","WINT2015817_W7","WINT2015817","3:00:00 PM","2 WESA; 0 LESA","","","7","0 WESA 0 LESA",0,""
"81","WINT","WINT2015817_W8","WINT2015817","3:15:00 PM","2 WESA; 0 LESA","","","8","2 WESA",2,"Western Sandpipers Only"
"82","WINT","WINT2015817_W9","WINT2015817","3:30:00 PM","2 WESA; 0 LESA","","","9","2 WESA",2,"Western Sandpipers Only"
"83","ALHE","ALHE2013719_W1","ALHE2013719","800","","","","1","0",0,""
"84","ALHE","ALHE2013719_W10","ALHE2013719","","","","","10","",0,""
"85","ALHE","ALHE2013719_W11","ALHE2013719","","","","","11","",0,""
"86","ALHE","ALHE2013719_W2","ALHE2013719","815","","","","2","0",0,""
"87","ALHE","ALHE2013719_W3","ALHE2013719","830","","","","3","0",0,""
"88","ALHE","ALHE2013719_W4","ALHE2013719","845","","","","4","0",0,""
"89","ALHE","ALHE2013719_W5","ALHE2013719","900","","","","5","0",0,""
"90","ALHE","ALHE2013719_W6","ALHE2013719","915","","","","6","0",0,""
"91","ALHE","ALHE2013719_W7","ALHE2013719","930","","","","7","0",0,""
"92","ALHE","ALHE2013719_W8","ALHE2013719","945","","","","8","0",0,""
"93","ALHE","ALHE2013719_W9","ALHE2013719","1000","","","","9","0",0,""
"94","ALHE","ALHE2013720_W1","ALHE2013720","'9:00","","","","1","0",0,""
"95","ALHE","ALHE2013720_W10","ALHE2013720","","","","","10","",0,""
"96","ALHE","ALHE2013720_W11","ALHE2013720","","","","","11","",0,""
"97","ALHE","ALHE2013720_W2","ALHE2013720","'9:15","","","","2","0",0,""
"98","ALHE","ALHE2013720_W3","ALHE2013720","'9:30","","","","3","0",0,""
"99","ALHE","ALHE2013720_W4","ALHE2013720","'9:45","","","","4","0",0,""
"100","ALHE","ALHE2013720_W5","ALHE2013720","'10:00","","","","5","0",0,""
"101","ALHE","ALHE2013720_W6","ALHE2013720","'10:15","","","","6","0",0,""
"102","ALHE","ALHE2013720_W7","ALHE2013720","'10:30","","","","7","0",0,""
"103","ALHE","ALHE2013720_W8","ALHE2013720","'10:45","","","","8","0",0,""
"104","ALHE","ALHE2013720_W9","ALHE2013720","'11:00","","","","9","0",0,""
"105","ALHE","ALHE2013721_W1","ALHE2013721","'10:00","","","","1","0",0,""
"106","ALHE","ALHE2013721_W10","ALHE2013721","","","","","10","",0,""
"107","ALHE","ALHE2013721_W11","ALHE2013721","","","","","11","",0,""
"108","ALHE","ALHE2013721_W2","ALHE2013721","'10:15","","","","2","0",0,""
"109","ALHE","ALHE2013721_W3","ALHE2013721","'10:30","","","","3","0",0,""
"110","ALHE","ALHE2013721_W4","ALHE2013721","'10:45","","","","4","0",0,""
"111","ALHE","ALHE2013721_W5","ALHE2013721","'11:00","","","","5","0",0,""
"112","ALHE","ALHE2013721_W6","ALHE2013721","'11:15","","","","6","0",0,""
"113","ALHE","ALHE2013721_W7","ALHE2013721","'11:30","","","","7","0",0,""
"114","ALHE","ALHE2013721_W8","ALHE2013721","'11:45","","","","8","0",0,""
"115","ALHE","ALHE2013721_W9","ALHE2013721","'12:00","","","","9","0",0,""
"116","BB04","BB042013719_W1","BB042013719","","","","","1","",0,""
"117","BB04","BB042013719_W10","BB042013719","","","","","10","",0,""
"118","BB04","BB042013719_W11","BB042013719","","","","","11","",0,""
"119","BB04","BB042013719_W2","BB042013719","","","","","2","",0,""
"120","BB04","BB042013719_W3","BB042013719","","","","","3","",0,""
"121","BB04","BB042013719_W4","BB042013719","","","","","4","",0,""
"122","BB04","BB042013719_W5","BB042013719","","","","","5","",0,""
"123","BB04","BB042013719_W6","BB042013719","","","","","6","",0,""
"124","BB04","BB042013719_W7","BB042013719","","","","","7","",0,""
"125","BB04","BB042013719_W8","BB042013719","","","","","8","",0,""
"126","BB04","BB042013719_W9","BB042013719","","","","","9","",0,""
"127","BB04","BB042013720_W1","BB042013720","","","","","1","",0,""
"128","BB04","BB042013720_W10","BB042013720","","","","","10","",0,""
"129","BB04","BB042013720_W11","BB042013720","","","","","11","",0,""
"130","BB04","BB042013720_W2","BB042013720","","","","","2","",0,""
"131","BB04","BB042013720_W3","BB042013720","","","","","3","",0,""
"132","BB04","BB042013720_W4","BB042013720","","","","","4","",0,""
"133","BB04","BB042013720_W5","BB042013720","","","","","5","",0,""
"134","BB04","BB042013720_W6","BB042013720","","","","","6","",0,""
"135","BB04","BB042013720_W7","BB042013720","","","","","7","",0,""
"136","BB04","BB042013720_W8","BB042013720","","","","","8","",0,""
"137","BB04","BB042013720_W9","BB042013720","","","","","9","",0,""
"138","BB04","BB042013721_W1","BB042013721","'14:55","","","","1","50",50,""
"139","BB04","BB042013721_W10","BB042013721","","","","","10","",0,""
"140","BB04","BB042013721_W11","BB042013721","","","","","11","",0,""
"141","BB04","BB042013721_W2","BB042013721","","","","","2","",0,""
"142","BB04","BB042013721_W3","BB042013721","","","","","3","",0,""
"143","BB04","BB042013721_W4","BB042013721","","","","","4","",0,""
"144","BB04","BB042013721_W5","BB042013721","","","","","5","",0,""
"145","BB04","BB042013721_W6","BB042013721","","","","","6","",0,""
"146","BB04","BB042013721_W7","BB042013721","","","","","7","",0,""
"147","BB04","BB042013721_W8","BB042013721","","","","","8","",0,""
"148","BB04","BB042013721_W9","BB042013721","","","","","9","",0,""
"149","BB04","BB042013816_W1","BB042013816","","","","","1","",0,""
"150","BB04","BB042013816_W10","BB042013816","","","","","10","",0,""
"151","BB04","BB042013816_W11","BB042013816","","","","","11","",0,""
"152","BB04","BB042013816_W2","BB042013816","","","","","2","",0,""
"153","BB04","BB042013816_W3","BB042013816","","","","","3","",0,""
"154","BB04","BB042013816_W4","BB042013816","","","","","4","",0,""
"155","BB04","BB042013816_W5","BB042013816","","","","","5","",0,""
"156","BB04","BB042013816_W6","BB042013816","","","","","6","",0,""
"157","BB04","BB042013816_W7","BB042013816","","","","","7","",0,""
"158","BB04","BB042013816_W8","BB042013816","","","","","8","",0,""
"159","BB04","BB042013816_W9","BB042013816","","","","","9","",0,""
"160","BB04","BB042013817_W1","BB042013817","","","","","1","",0,""
"161","BB04","BB042013817_W10","BB042013817","","","","","10","",0,""
"162","BB04","BB042013817_W11","BB042013817","","","","","11","",0,""
"163","BB04","BB042013817_W2","BB042013817","","","","","2","",0,""
"164","BB04","BB042013817_W3","BB042013817","","","","","3","",0,""
"165","BB04","BB042013817_W4","BB042013817","","","","","4","",0,""
"166","BB04","BB042013817_W5","BB042013817","","","","","5","",0,""
"167","BB04","BB042013817_W6","BB042013817","","","","","6","",0,""
"168","BB04","BB042013817_W7","BB042013817","","","","","7","",0,""
"169","BB04","BB042013817_W8","BB042013817","","","","","8","",0,""
"170","BB04","BB042013817_W9","BB042013817","","","","","9","",0,""
"171","BB04","BB042013818_W10","BB042013818","","","","","10","",0,""
"172","BB04","BB042013818_W11","BB042013818","","","","","11","",0,""
"173","BB04","BB042013818_W9","BB042013818","","","","","9","",0,""
"174","BB04","BB042014718_W1","BB042014718","0.375","Not possible","","","1","500",500,"Peeps (Non species specific)"
"175","BB04","BB042014718_W10","BB042014718","11:15 AM","Not possible","","","10","2000",2000,""
"176","BB04","BB042014718_W11","BB042014718","11:30 AM","Not possible","","","11","2000",2000,""
"177","BB04","BB042014718_W2","BB042014718","0.38541666700000005","Not possible","","","2","500",500,""
"178","BB04","BB042014718_W3","BB042014718","0.39583333299999995","Not possible","","","3","1000",1000,""
"179","BB04","BB042014718_W4","BB042014718","0.40625","Not possible","","","4","1000",1000,""
"180","BB04","BB042014718_W5","BB042014718","10:00 AM","Not possible","","","5","400",400,""
"181","BB04","BB042014718_W6","BB042014718","10:15 AM","Not possible","","","6","400",400,""
"182","BB04","BB042014718_W7","BB042014718","10:30 AM","Not possible","","","7","1000.0",1000,""
"183","BB04","BB042014718_W8","BB042014718","10:45 AM","Not possible","","","8","1700",1700,""
"184","BB04","BB042014718_W9","BB042014718","11:00 AM","Not possible","","","9","2000.0",2000,""
"185","BB04","BB042014719_W1","BB042014719","0.45833333299999995","Not possible","","","1","1700",1700,"Peeps (Non species specific)"
"186","BB04","BB042014719_W10","BB042014719","13:15","Not possible","","","10","2100",2100,""
"187","BB04","BB042014719_W11","BB042014719","13:30","Not possible","","","11","2100",2100,""
"188","BB04","BB042014719_W2","BB042014719","0.46875","Not possible","","","2","1150",1150,""
"189","BB04","BB042014719_W3","BB042014719","0.47916666700000005","Not possible","","","3","900",900,""
"190","BB04","BB042014719_W4","BB042014719","0.489583333","Not possible","","","4","950",950,""
"191","BB04","BB042014719_W5","BB042014719","12:00","Not possible","","","5","1100",1100,""
"192","BB04","BB042014719_W6","BB042014719","12:15","Not possible","","","6","900",900,""
"193","BB04","BB042014719_W7","BB042014719","12:30","Not possible","","","7","950.0",950,""
"194","BB04","BB042014719_W8","BB042014719","12:45","Not possible","","","8","1200",1200,""
"195","BB04","BB042014719_W9","BB042014719","13:00","Not possible","","","9","1700.0",1700,""
"196","BB04","BB042014720_W1","BB042014720","0.5","Not possible","","","1","1000",1000,"Peeps (Non species specific)"
"197","BB04","BB042014720_W10","BB042014720","14:15","Not possible","","","10","750",750,""
"198","BB04","BB042014720_W11","BB042014720","14:30","Not possible","","","11","605",605,""
"199","BB04","BB042014720_W2","BB042014720","0.510416667","Not possible","","","2","1630",1630,""
"200","BB04","BB042014720_W3","BB042014720","0.520833333","Not possible","","","3","930",930,""
"201","BB04","BB042014720_W4","BB042014720","0.53125","Not possible","","","4","830",830,""
"202","BB04","BB042014720_W5","BB042014720","13:00","Not possible","","","5","930",930,""
"203","BB04","BB042014720_W6","BB042014720","13:15","Not possible","","","6","1000",1000,""
"204","BB04","BB042014720_W7","BB042014720","13:30","Not possible","","","7","700.0",700,""
"205","BB04","BB042014720_W8","BB042014720","13:45","Not possible","","","8","1200",1200,""
"206","BB04","BB042014720_W9","BB042014720","14:00","Not possible","","","9","900.0",900,""
"207","BB04","BB042014815_W1","BB042014815","0.333333333","Could not determine","","","1","300",300,"Peeps (Non species specific)"
"208","BB04","BB042014815_W10","BB042014815","10:15 AM","Could not determine","","","10","1100",1100,""
"209","BB04","BB042014815_W11","BB042014815","10:30 AM","Could not determine","","","11","0",0,""
"210","BB04","BB042014815_W2","BB042014815","0.34375","Could not determine","","","2","600",600,""
"211","BB04","BB042014815_W3","BB042014815","0.35416666700000005","Could not determine","","","3","1000",1000,""
"212","BB04","BB042014815_W4","BB042014815","0.364583333","Could not determine","","","4","900",900,""
"213","BB04","BB042014815_W5","BB042014815","9:00 AM","Could not determine","","","5","900",900,""
"214","BB04","BB042014815_W6","BB042014815","9:15 AM","Could not determine","","","6","850",850,""
"215","BB04","BB042014815_W7","BB042014815","9:30 AM","Could not determine","","","7","0.0",0,""
"216","BB04","BB042014815_W8","BB042014815","9:45 AM","Could not determine","","","8","1100",1100,""
"217","BB04","BB042014815_W9","BB042014815","10:00 AM","Could not determine","","","9","1100.0",1100,""
"218","BB04","BB042014816_W1","BB042014816","0.375","could not determine","","","1","0",0,"Peeps (Non species specific)"
"219","BB04","BB042014816_W10","BB042014816","11:15 AM","could not determine","","","10","0",0,""
"220","BB04","BB042014816_W11","BB042014816","11:30 AM","could not determine","","","11","0",0,""
"221","BB04","BB042014816_W2","BB042014816","0.38541666700000005","could not determine","","","2","200",200,""
"222","BB04","BB042014816_W3","BB042014816","0.39583333299999995","could not determine","","","3","200",200,""
"223","BB04","BB042014816_W4","BB042014816","0.40625","could not determine","","","4","60",60,""
"224","BB04","BB042014816_W5","BB042014816","10:00 AM","could not determine","","","5","60",60,""
"225","BB04","BB042014816_W6","BB042014816","10:15 AM","could not determine","","","6","200",200,""
"226","BB04","BB042014816_W7","BB042014816","10:30 AM","could not determine","","","7","275.0",275,""
"227","BB04","BB042014816_W8","BB042014816","10:45 AM","could not determine","","","8","250",250,""
"228","BB04","BB042014816_W9","BB042014816","11:00 AM","could not determine","","","9","300.0",300,""
"229","BB04","BB042014817_W1","BB042014817","0.41666666700000005","could not determine","","","1","200",200,"Peeps (Non species specific)"
"230","BB04","BB042014817_W10","BB042014817","","could not determine","","","10","",0,""
"231","BB04","BB042014817_W11","BB042014817","","could not determine","","","11","",0,""
"232","BB04","BB042014817_W2","BB042014817","0.42708333299999995","could not determine","","","2","200",200,""
"233","BB04","BB042014817_W3","BB042014817","0.48958333299999995","could not determine","","","3","600",600,""
"234","BB04","BB042014817_W4","BB042014817","","could not determine","","","4","",0,""
"235","BB04","BB042014817_W5","BB042014817","","could not determine","","","5","",0,""
"236","BB04","BB042014817_W6","BB042014817","","could not determine","","","6","",0,""
"237","BB04","BB042014817_W7","BB042014817","","could not determine","","","7","",0,""
"238","BB04","BB042014817_W8","BB042014817","","could not determine","","","8","",0,""
"239","BB04","BB042014817_W9","BB042014817","","could not determine","","","9","",0,""
"240","BB12","BB122014719_W1","BB122014719","11:00","","","","1","0.0",0,""
"241","BB12","BB122014719_W2","BB122014719","11:15","","","","2","0.0",0,""
"242","BB12","BB122014719_W3","BB122014719","11:30","","","","3","0.0",0,""
"243","BB12","BB122014719_W4","BB122014719","11:45","","","","4","0.0",0,""
"244","BB12","BB122014719_W5","BB122014719","12:00","","","","5","0.0",0,""
"245","BB12","BB122014719_W6","BB122014719","12:15","","","","6","0.0",0,""
"246","BB12","BB122014719_W7","BB122014719","12:30","","","","7","0.0",0,""
"247","BB12","BB122014720_W1","BB122014720","12:00","","","","1","0.0",0,""
"248","BB12","BB122014720_W2","BB122014720","12:15","","","","2","400.0",400,"Peeps"
"249","BB12","BB122014720_W3","BB122014720","12:30","","","","3","100.0",100,"Peeps"
"250","BB12","BB122014720_W4","BB122014720","12:45","","","","4","100.0",100,"Peeps"
"251","BB12","BB122014720_W5","BB122014720","13:00","","","","5","100.0",100,"Peeps"
"252","BB12","BB122014720_W6","BB122014720","13:15","","","","6","0.0",0,""
"253","BB12","BB122014720_W7","BB122014720","13:30","","","","7","0.0",0,""
"254","BB12","BB122014720_W8","BB122014720","13:45","","","","8","0.0",0,""
"255","BB12","BB122014721_W1","BB122014721","13:00","","","","1","10.0",10,"WESA"
"256","BB12","BB122014721_W10","BB122014721","15:15","","","","10","0.0",0,""
"257","BB12","BB122014721_W11","BB122014721","15:30","","","","11","0.0",0,""
"258","BB12","BB122014721_W2","BB122014721","13:15","","","","2","18.0",18,"WESA"
"259","BB12","BB122014721_W3","BB122014721","13:30","","","","3","0.0",0,""
"260","BB12","BB122014721_W4","BB122014721","13:45","","","","4","0.0",0,""
"261","BB12","BB122014721_W5","BB122014721","14:00","","","","5","0.0",0,""
"262","BB12","BB122014721_W6","BB122014721","14:15","","","","6","0.0",0,""
"263","BB12","BB122014721_W7","BB122014721","14:30","","","","7","600.0",600,"Peeps"
"264","BB12","BB122014721_W8","BB122014721","14:45","","","","8","0.0",0,""
"265","BB12","BB122014721_W9","BB122014721","15:00","","","","9","0.0",0,""
"266","BB12","BB122014816_W1","BB122014816","9:00","","30","70","1","0.0",0,""
"267","BB12","BB122014816_W2","BB122014816","9:15","","30","70","2","138.0",138,"Peeps"
"268","BB12","BB122014816_W3","BB122014816","9:30","","30","70","3","400.0",400,"Peeps"
"269","BB12","BB122014816_W4","BB122014816","9:45","","30","70","4","412.0",412,"Peeps"
"270","BB12","BB122014816_W5","BB122014816","10:00","","30","70","5","500.0",500,"Peeps"
"271","BB12","BB122014816_W6","BB122014816","10:15","","30","70","6","500.0",500,"Peeps"
"272","BB12","BB122014816_W7","BB122014816","10:30","","30","70","7","0.0",0,""
"273","BB12","BB122014816_W8","BB122014816","10:45","","30","70","8","0.0",0,""
"274","BB12","BB122014816_W9","BB122014816","11:00","","30","70","9","0.0",0,""
"275","BB12","BB122014817_W1","BB122014817","10:00","","","","1","0.0",0,""
"276","BB12","BB122014817_W10","BB122014817","12:15","","","","10","0.0",0,""
"277","BB12","BB122014817_W2","BB122014817","10:15","","","","2","0.0",0,""
"278","BB12","BB122014817_W3","BB122014817","10:30","","","","3","0.0",0,""
"279","BB12","BB122014817_W4","BB122014817","10:45","","","","4","0.0",0,""
"280","BB12","BB122014817_W5","BB122014817","11:00","","","","5","0.0",0,""
"281","BB12","BB122014817_W6","BB122014817","11:15","","","","6","250.0",250,"WESA"
"282","BB12","BB122014817_W7","BB122014817","11:30","","","","7","0.0",0,""
"283","BB12","BB122014817_W8","BB122014817","11:45","","","","8","0.0",0,""
"284","BB12","BB122014817_W9","BB122014817","12:00","","","","9","0.0",0,""
"285","BB12","BB122014818_W1","BB122014818","12:00","","","","1","0.0",0,""
"286","BB12","BB122014818_W2","BB122014818","12:15","","","","2","0.0",0,""
"287","BB12","BB122014818_W3","BB122014818","12:30","","","","3","0.0",0,""
"288","BB12","BB122014818_W4","BB122014818","12:45","","","","4","0.0",0,""
"289","BB12","BB122014818_W5","BB122014818","13:00","","","","5","0.0",0,""
"290","BB12","BB122014818_W6","BB122014818","13:15","","","","6","0.0",0,""
"291","BB12","BB122014818_W7","BB122014818","13:30","","","","7","0.0",0,""
"292","BB12","BB122014818_W8","BB122014818","13:45","","","","8","0.0",0,""
"293","BB12","BB122014818_W9","BB122014818","14:00","","","","9","0.0",0,""
"294","BB12","BB122015718_W1","BB122015718","16:30","","","","1","0",0,""
"295","BB12","BB122015718_W10","BB122015718","18:45","","","","10","0",0,""
"296","BB12","BB122015718_W11","BB122015718","19:00","","","","11","0",0,""
"297","BB12","BB122015718_W2","BB122015718","16:45","","","","2","0",0,""
"298","BB12","BB122015718_W3","BB122015718","17:00","","","","3","0",0,""
"299","BB12","BB122015718_W4","BB122015718","17:15","","","","4","0",0,""
"300","BB12","BB122015718_W5","BB122015718","17:30","","","","5","0",0,""
"301","BB12","BB122015718_W6","BB122015718","17:45","","","","6","0",0,""
"302","BB12","BB122015718_W7","BB122015718","18:00","","","","7","0",0,""
"303","BB12","BB122015718_W8","BB122015718","18:15","","","","8","0",0,""
"304","BB12","BB122015718_W9","BB122015718","18:30","","","","9","0",0,""
"305","BB12","BB122015719_W1","BB122015719","17:15","","","","1","0",0,""
"306","BB12","BB122015719_W10","BB122015719","19:30","","","","10","25",25,"WESA"
"307","BB12","BB122015719_W11","BB122015719","19:45","","","","11","0",0,"Peeps"
