"","SiteID","ID","RecordID","Time","Ratio","Ratio_LESA","Ratio_WESA","CountNum","Count","counts.cleaned","WESA_PEEPS"
"2292","IONA","IONA2013819_W1","IONA2013819","14:00","","","","1","0",0,""
"2293","IONA","IONA2013819_W2","IONA2013819","14:15","","","","2","0",0,""
"2294","IONA","IONA2013819_W3","IONA2013819","14:30","","","","3","0",0,""
"2295","IONA","IONA2013819_W4","IONA2013819","14:45","","","","4","0",0,""
"2296","IONA","IONA2013819_W5","IONA2013819","15:00","","","","5","0",0,""
"2297","IONA","IONA2013819_W6","IONA2013819","15:15","","","","6","9",9,"WESA"
"2298","IONA","IONA2013819_W7","IONA2013819","15:30","","","","7","0",0,""
"2299","IONA","IONA2014816_W1","IONA2014816","7:30","","","","1","0",0,""
"2300","IONA","IONA2014816_W2","IONA2014816","7:45","","","","2","3",3,"WESA"
"2301","IONA","IONA2014816_W3","IONA2014816","8:00","","","","3","16",16,"Peeps"
"2302","IONA","IONA2014816_W4","IONA2014816","8:15","","","","4","6",6,"Peeps"
"2303","IONA","IONA2014816_W5","IONA2014816","8:30","","","","5","12",12,"Peeps"
"2304","IONA","IONA2014816_W6","IONA2014816","8:45","","","","6","0",0,""
"2305","IONA","IONA2014816_W7","IONA2014816","9:00","","","","7","0",0,""
"2306","IONA","IONA2014816_W8","IONA2014816","9:15","","","","8","0",0,""
"2307","IONA","IONA2014817_W1","IONA2014817","8:00","","","","1","0",0,""
"2308","IONA","IONA2014817_W10","IONA2014817","10:00","","","","10","0",0,""
"2309","IONA","IONA2014817_W11","IONA2014817","10:15","","","","11","0",0,""
"2310","IONA","IONA2014817_W2","IONA2014817","8:15","","","","2","0",0,""
"2311","IONA","IONA2014817_W3","IONA2014817","8:30","","","","3","0",0,""
"2312","IONA","IONA2014817_W4","IONA2014817","8:45","","","","4","0",0,""
"2313","IONA","IONA2014817_W5","IONA2014817","9:00","","","","5","0",0,""
"2314","IONA","IONA2014817_W6","IONA2014817","9:15","","","","6","70",70,"Peeps"
"2315","IONA","IONA2014817_W7","IONA2014817","9:15","","","","7","0",0,""
"2316","IONA","IONA2014817_W8","IONA2014817","9:30","","","","8","0",0,""
"2317","IONA","IONA2014817_W9","IONA2014817","9:45","","","","9","0",0,""
"2318","IONA","IONA2015718_W1","IONA2015718","16:15","","","","1","0",0,""
"2319","IONA","IONA2015718_W10","IONA2015718","18:30","","","","10","0",0,""
"2320","IONA","IONA2015718_W11","IONA2015718","18:45","","","","11","0",0,""
"2321","IONA","IONA2015718_W2","IONA2015718","16:30","","","","2","0",0,""
"2322","IONA","IONA2015718_W3","IONA2015718","16:45","","","","3","0",0,""
"2323","IONA","IONA2015718_W4","IONA2015718","17:00","","","","4","0",0,""
"2324","IONA","IONA2015718_W5","IONA2015718","17:15","","","","5","0",0,""
"2325","IONA","IONA2015718_W6","IONA2015718","17:30","","","","6","0",0,""
"2326","IONA","IONA2015718_W7","IONA2015718","17:45","","","","7","0",0,""
"2327","IONA","IONA2015718_W8","IONA2015718","18:00","","","","8","0",0,""
"2328","IONA","IONA2015718_W9","IONA2015718","18:15","","","","9","0",0,""
"2329","IONA","IONA2015719_W1","IONA2015719","16:00","","4.0","12.0","1","0",0,""
"2330","IONA","IONA2015719_W10","IONA2015719","18:15","","4.0","12.0","10","14",14,"Peeps"
"2331","IONA","IONA2015719_W11","IONA2015719","18:30","","4.0","12.0","11","0",0,""
"2332","IONA","IONA2015719_W2","IONA2015719","16:15","","4.0","12.0","2","11",11,"WESA"
"2333","IONA","IONA2015719_W3","IONA2015719","16:30","","4.0","12.0","3","0",0,""
"2334","IONA","IONA2015719_W4","IONA2015719","16:45","","4.0","12.0","4","0",0,""
"2335","IONA","IONA2015719_W5","IONA2015719","17:00","","4.0","12.0","5","0",0,""
"2336","IONA","IONA2015719_W6","IONA2015719","17:15","","4.0","12.0","6","0",0,""
"2337","IONA","IONA2015719_W7","IONA2015719","17:30","","4.0","12.0","7","0",0,""
"2338","IONA","IONA2015719_W8","IONA2015719","17:45","","4.0","12.0","8","0",0,""
"2339","IONA","IONA2015719_W9","IONA2015719","18:00","","4.0","12.0","9","0",0,""
"2340","IONA","IONA2015814_W1","IONA2015814","14:30","","0.0","107.0","1","0",0,""
"2341","IONA","IONA2015814_W10","IONA2015814","16:45","","0.0","107.0","10","0",0,""
"2342","IONA","IONA2015814_W11","IONA2015814","17:00","","0.0","107.0","11","0",0,""
"2343","IONA","IONA2015814_W2","IONA2015814","14:45","","0.0","107.0","2","0",0,""
"2344","IONA","IONA2015814_W3","IONA2015814","15:00","","0.0","107.0","3","0",0,""
"2345","IONA","IONA2015814_W4","IONA2015814","15:15","","0.0","107.0","4","0",0,""
"2346","IONA","IONA2015814_W5","IONA2015814","15:30","","0.0","107.0","5","0",0,""
"2347","IONA","IONA2015814_W6","IONA2015814","15:45","","0.0","107.0","6","0",0,""
"2348","IONA","IONA2015814_W7","IONA2015814","16:00","","0.0","107.0","7","0",0,""
"2349","IONA","IONA2015814_W8","IONA2015814","16:15","","0.0","107.0","8","0",0,""
"2350","IONA","IONA2015814_W9","IONA2015814","16:30","","0.0","107.0","9","107",107,"WESA"
"2351","IONA","IONA2015816_W1","IONA2015816","15:30","","0.0","330.0","1","0",0,""
"2352","IONA","IONA2015816_W10","IONA2015816","17:45","","0.0","330.0","10","10",10,"WESA"
"2353","IONA","IONA2015816_W11","IONA2015816","18:00","","0.0","330.0","11","10",10,"WESA"
"2354","IONA","IONA2015816_W2","IONA2015816","15:45","","0.0","330.0","2","60",60,"WESA"
"2355","IONA","IONA2015816_W3","IONA2015816","16:00","","0.0","330.0","3","0",0,""
"2356","IONA","IONA2015816_W4","IONA2015816","16:15","","0.0","330.0","4","60",60,"WESA"
"2357","IONA","IONA2015816_W5","IONA2015816","16:30","","0.0","330.0","5","0",0,""
"2358","IONA","IONA2015816_W6","IONA2015816","16:45","","0.0","330.0","6","200",200,"WESA"
"2359","IONA","IONA2015816_W7","IONA2015816","17:00","","0.0","330.0","7","200",200,"WESA"
"2360","IONA","IONA2015816_W8","IONA2015816","17:15","","0.0","330.0","8","200",200,"WESA"
"2361","IONA","IONA2015816_W9","IONA2015816","17:30","","0.0","330.0","9","0",0,""
"2362","IONA","IONA2015817_W1","IONA2015817","15:30","","0.0","213.0","1","0",0,""
"2363","IONA","IONA2015817_W10","IONA2015817","17:45","","0.0","213.0","10","0",0,""
"2364","IONA","IONA2015817_W11","IONA2015817","18:00","","0.0","213.0","11","0",0,""
"2365","IONA","IONA2015817_W2","IONA2015817","15:45","","0.0","213.0","2","0",0,""
"2366","IONA","IONA2015817_W3","IONA2015817","16:00","","0.0","213.0","3","0",0,""
"2367","IONA","IONA2015817_W4","IONA2015817","16:15","","0.0","213.0","4","0",0,""
"2368","IONA","IONA2015817_W5","IONA2015817","16:30","","0.0","213.0","5","0",0,""
"2369","IONA","IONA2015817_W6","IONA2015817","16:45","","0.0","213.0","6","0",0,""
"2370","IONA","IONA2015817_W7","IONA2015817","17:00","","0.0","213.0","7","0",0,""
"2371","IONA","IONA2015817_W8","IONA2015817","17:15","","0.0","213.0","8","213",213,"WESA"
"2372","IONA","IONA2015817_W9","IONA2015817","17:30","","0.0","213.0","9","213",213,"WESA"
"2373","ISVI","ISVI2013720_W1","ISVI2013720","","","","","1","",0,""
"2374","ISVI","ISVI2013720_W10","ISVI2013720","","","","","10","",0,""
"2375","ISVI","ISVI2013720_W11","ISVI2013720","","","","","11","",0,""
"2376","ISVI","ISVI2013720_W2","ISVI2013720","","","","","2","",0,""
"2377","ISVI","ISVI2013720_W3","ISVI2013720","","","","","3","",0,""
"2378","ISVI","ISVI2013720_W4","ISVI2013720","","","","","4","",0,""
"2379","ISVI","ISVI2013720_W5","ISVI2013720","","","","","5","",0,""
"2380","ISVI","ISVI2013720_W6","ISVI2013720","","","","","6","",0,""
"2381","ISVI","ISVI2013720_W7","ISVI2013720","","","","","7","",0,""
"2382","ISVI","ISVI2013720_W8","ISVI2013720","","","","","8","",0,""
"2383","ISVI","ISVI2013720_W9","ISVI2013720","","","","","9","",0,""
"2384","ISVI","ISVI2013721_W1","ISVI2013721","'09:20","","","","1","6",6,""
"2385","ISVI","ISVI2013721_W10","ISVI2013721","","","","","10","",0,""
"2386","ISVI","ISVI2013721_W11","ISVI2013721","","","","","11","",0,""
"2387","ISVI","ISVI2013721_W2","ISVI2013721","","","","","2","",0,""
"2388","ISVI","ISVI2013721_W3","ISVI2013721","","","","","3","",0,""
"2389","ISVI","ISVI2013721_W4","ISVI2013721","","","","","4","",0,""
"2390","ISVI","ISVI2013721_W5","ISVI2013721","","","","","5","",0,""
"2391","ISVI","ISVI2013721_W6","ISVI2013721","","","","","6","",0,""
"2392","ISVI","ISVI2013721_W7","ISVI2013721","","","","","7","",0,""
"2393","ISVI","ISVI2013721_W8","ISVI2013721","","","","","8","",0,""
"2394","ISVI","ISVI2013721_W9","ISVI2013721","","","","","9","",0,""
"2395","ISVI","ISVI2013816_W1","ISVI2013816","","","","","1","",0,""
"2396","ISVI","ISVI2013816_W10","ISVI2013816","","","","","10","",0,""
"2397","ISVI","ISVI2013816_W11","ISVI2013816","","","","","11","",0,""
"2398","ISVI","ISVI2013816_W2","ISVI2013816","","","","","2","",0,""
"2399","ISVI","ISVI2013816_W3","ISVI2013816","","","","","3","",0,""
"2400","ISVI","ISVI2013816_W4","ISVI2013816","","","","","4","",0,""
"2401","ISVI","ISVI2013816_W5","ISVI2013816","","","","","5","",0,""
"2402","ISVI","ISVI2013816_W6","ISVI2013816","","","","","6","",0,""
"2403","ISVI","ISVI2013816_W7","ISVI2013816","","","","","7","",0,""
"2404","ISVI","ISVI2013816_W8","ISVI2013816","","","","","8","",0,""
"2405","ISVI","ISVI2013816_W9","ISVI2013816","","","","","9","",0,""
"2406","ISVI","ISVI2013817_W1","ISVI2013817","","","","","1","",0,""
"2407","ISVI","ISVI2013817_W10","ISVI2013817","","","","","10","",0,""
"2408","ISVI","ISVI2013817_W11","ISVI2013817","","","","","11","",0,""
"2409","ISVI","ISVI2013817_W2","ISVI2013817","","","","","2","",0,""
"2410","ISVI","ISVI2013817_W3","ISVI2013817","","","","","3","",0,""
"2411","ISVI","ISVI2013817_W4","ISVI2013817","","","","","4","",0,""
"2412","ISVI","ISVI2013817_W5","ISVI2013817","","","","","5","",0,""
"2413","ISVI","ISVI2013817_W6","ISVI2013817","","","","","6","",0,""
"2414","ISVI","ISVI2013817_W7","ISVI2013817","","","","","7","",0,""
"2415","ISVI","ISVI2013817_W8","ISVI2013817","","","","","8","",0,""
"2416","ISVI","ISVI2013817_W9","ISVI2013817","","","","","9","",0,""
"2417","ISVI","ISVI2013818_W1","ISVI2013818","'08:05","","","","1","9",9,""
"2418","ISVI","ISVI2013818_W10","ISVI2013818","","","","","10","",0,""
"2419","ISVI","ISVI2013818_W11","ISVI2013818","","","","","11","",0,""
"2420","ISVI","ISVI2013818_W2","ISVI2013818","","","","","2","",0,""
"2421","ISVI","ISVI2013818_W3","ISVI2013818","","","","","3","",0,""
"2422","ISVI","ISVI2013818_W4","ISVI2013818","","","","","4","",0,""
"2423","ISVI","ISVI2013818_W5","ISVI2013818","","","","","5","",0,""
"2424","ISVI","ISVI2013818_W6","ISVI2013818","","","","","6","",0,""
"2425","ISVI","ISVI2013818_W7","ISVI2013818","","","","","7","",0,""
"2426","ISVI","ISVI2013818_W8","ISVI2013818","","","","","8","",0,""
"2427","ISVI","ISVI2013818_W9","ISVI2013818","","","","","9","",0,""
"2428","ISVI","ISVI2014719_W1","ISVI2014719","","0 WESA, 0 LESA","","","1","",0,""
"2429","ISVI","ISVI2014719_W10","ISVI2014719","","0 WESA, 0 LESA","","","10","",0,""
"2430","ISVI","ISVI2014719_W11","ISVI2014719","","0 WESA, 0 LESA","","","11","",0,""
"2431","ISVI","ISVI2014719_W2","ISVI2014719","","0 WESA, 0 LESA","","","2","",0,""
"2432","ISVI","ISVI2014719_W3","ISVI2014719","","0 WESA, 0 LESA","","","3","",0,""
"2433","ISVI","ISVI2014719_W4","ISVI2014719","","0 WESA, 0 LESA","","","4","",0,""
"2434","ISVI","ISVI2014719_W5","ISVI2014719","","0 WESA, 0 LESA","","","5","",0,""
"2435","ISVI","ISVI2014719_W6","ISVI2014719","","0 WESA, 0 LESA","","","6","",0,""
"2436","ISVI","ISVI2014719_W7","ISVI2014719","","0 WESA, 0 LESA","","","7","",0,""
"2437","ISVI","ISVI2014719_W8","ISVI2014719","","0 WESA, 0 LESA","","","8","",0,""
"2438","ISVI","ISVI2014719_W9","ISVI2014719","","0 WESA, 0 LESA","","","9","",0,""
"2439","ISVI","ISVI2014720_W1","ISVI2014720","","0 WESA, 0 LESA","","","1","",0,""
"2440","ISVI","ISVI2014720_W10","ISVI2014720","","0 WESA, 0 LESA","","","10","",0,""
"2441","ISVI","ISVI2014720_W11","ISVI2014720","","0 WESA, 0 LESA","","","11","",0,""
"2442","ISVI","ISVI2014720_W2","ISVI2014720","","0 WESA, 0 LESA","","","2","",0,""
"2443","ISVI","ISVI2014720_W3","ISVI2014720","","0 WESA, 0 LESA","","","3","",0,""
"2444","ISVI","ISVI2014720_W4","ISVI2014720","","0 WESA, 0 LESA","","","4","",0,""
"2445","ISVI","ISVI2014720_W5","ISVI2014720","","0 WESA, 0 LESA","","","5","",0,""
"2446","ISVI","ISVI2014720_W6","ISVI2014720","","0 WESA, 0 LESA","","","6","",0,""
"2447","ISVI","ISVI2014720_W7","ISVI2014720","","0 WESA, 0 LESA","","","7","",0,""
"2448","ISVI","ISVI2014720_W8","ISVI2014720","","0 WESA, 0 LESA","","","8","",0,""
"2449","ISVI","ISVI2014720_W9","ISVI2014720","","0 WESA, 0 LESA","","","9","",0,""
"2450","ISVI","ISVI2014721_W1","ISVI2014721","0.41666666700000005","3 WESA","","","1","3",3,"Western Sandpipers Only"
"2451","ISVI","ISVI2014721_W10","ISVI2014721","","3 WESA","","","10","",0,""
"2452","ISVI","ISVI2014721_W11","ISVI2014721","","3 WESA","","","11","",0,""
"2453","ISVI","ISVI2014721_W2","ISVI2014721","","3 WESA","","","2","",0,""
"2454","ISVI","ISVI2014721_W3","ISVI2014721","","3 WESA","","","3","",0,""
"2455","ISVI","ISVI2014721_W4","ISVI2014721","","3 WESA","","","4","",0,""
"2456","ISVI","ISVI2014721_W5","ISVI2014721","","3 WESA","","","5","",0,""
"2457","ISVI","ISVI2014721_W6","ISVI2014721","","3 WESA","","","6","",0,""
"2458","ISVI","ISVI2014721_W7","ISVI2014721","","3 WESA","","","7","",0,""
"2459","ISVI","ISVI2014721_W8","ISVI2014721","","3 WESA","","","8","",0,""
"2460","ISVI","ISVI2014721_W9","ISVI2014721","","3 WESA","","","9","",0,""
"2461","ISVI","ISVI2014816_W1","ISVI2014816","0.440972222","50 WESA; 0 LESA","","","1","12",12,"Western Sandpipers Only"
"2462","ISVI","ISVI2014816_W10","ISVI2014816","","50 WESA; 0 LESA","","","10","",0,""
"2463","ISVI","ISVI2014816_W11","ISVI2014816","","50 WESA; 0 LESA","","","11","",0,""
"2464","ISVI","ISVI2014816_W2","ISVI2014816","0.45347222200000004","50 WESA; 0 LESA","","","2","35",35,""
"2465","ISVI","ISVI2014816_W3","ISVI2014816","0.680555556","50 WESA; 0 LESA","","","3","3",3,""
"2466","ISVI","ISVI2014816_W4","ISVI2014816","No","50 WESA; 0 LESA","","","4","",0,""
"2467","ISVI","ISVI2014816_W5","ISVI2014816","","50 WESA; 0 LESA","","","5","",0,""
"2468","ISVI","ISVI2014816_W6","ISVI2014816","","50 WESA; 0 LESA","","","6","",0,""
"2469","ISVI","ISVI2014816_W7","ISVI2014816","","50 WESA; 0 LESA","","","7","",0,""
"2470","ISVI","ISVI2014816_W8","ISVI2014816","","50 WESA; 0 LESA","","","8","",0,""
"2471","ISVI","ISVI2014816_W9","ISVI2014816","","50 WESA; 0 LESA","","","9","",0,""
"2472","ISVI","ISVI2014817_W1","ISVI2014817","0.35972222200000004","29 WESA; 0 LESA","","","1","6",6,"Western Sandpipers Only"
"2473","ISVI","ISVI2014817_W10","ISVI2014817","","29 WESA; 0 LESA","","","10","",0,""
"2474","ISVI","ISVI2014817_W11","ISVI2014817","","29 WESA; 0 LESA","","","11","",0,""
"2475","ISVI","ISVI2014817_W2","ISVI2014817","0.368055556","29 WESA; 0 LESA","","","2","4",4,""
"2476","ISVI","ISVI2014817_W3","ISVI2014817","0.386111111","29 WESA; 0 LESA","","","3","2",2,""
"2477","ISVI","ISVI2014817_W4","ISVI2014817","0.388888889","29 WESA; 0 LESA","","","4","6",6,""
"2478","ISVI","ISVI2014817_W5","ISVI2014817","9:22","29 WESA; 0 LESA","","","5","2",2,""
"2479","ISVI","ISVI2014817_W6","ISVI2014817","9:30","29 WESA; 0 LESA","","","6","5",5,""
"2480","ISVI","ISVI2014817_W7","ISVI2014817","9:32","29 WESA; 0 LESA","","","7","4.0",4,""
"2481","ISVI","ISVI2014817_W8","ISVI2014817","","29 WESA; 0 LESA","","","8","",0,""
"2482","ISVI","ISVI2014817_W9","ISVI2014817","","29 WESA; 0 LESA","","","9","",0,""
"2483","ISVI","ISVI2015717_W1","ISVI2015717","","","","","1","",0,""
"2484","ISVI","ISVI2015717_W10","ISVI2015717","","","","","10","",0,""
"2485","ISVI","ISVI2015717_W11","ISVI2015717","","","","","11","",0,""
"2486","ISVI","ISVI2015717_W2","ISVI2015717","","","","","2","",0,""
"2487","ISVI","ISVI2015717_W3","ISVI2015717","","","","","3","",0,""
"2488","ISVI","ISVI2015717_W4","ISVI2015717","","","","","4","",0,""
"2489","ISVI","ISVI2015717_W5","ISVI2015717","","","","","5","",0,""
"2490","ISVI","ISVI2015717_W6","ISVI2015717","","","","","6","",0,""
"2491","ISVI","ISVI2015717_W7","ISVI2015717","","","","","7","",0,""
"2492","ISVI","ISVI2015717_W8","ISVI2015717","","","","","8","",0,""
"2493","ISVI","ISVI2015717_W9","ISVI2015717","","","","","9","",0,""
"2494","ISVI","ISVI2015718_W1","ISVI2015718","","","","","1","",0,""
"2495","ISVI","ISVI2015718_W10","ISVI2015718","","","","","10","",0,""
"2496","ISVI","ISVI2015718_W11","ISVI2015718","","","","","11","",0,""
"2497","ISVI","ISVI2015718_W2","ISVI2015718","","","","","2","",0,""
"2498","ISVI","ISVI2015718_W3","ISVI2015718","","","","","3","",0,""
"2499","ISVI","ISVI2015718_W4","ISVI2015718","","","","","4","",0,""
"2500","ISVI","ISVI2015718_W5","ISVI2015718","","","","","5","",0,""
"2501","ISVI","ISVI2015718_W6","ISVI2015718","","","","","6","",0,""
"2502","ISVI","ISVI2015718_W7","ISVI2015718","","","","","7","",0,""
"2503","ISVI","ISVI2015718_W8","ISVI2015718","","","","","8","",0,""
"2504","ISVI","ISVI2015718_W9","ISVI2015718","","","","","9","",0,""
"2505","ISVI","ISVI2015719_W1","ISVI2015719","","","","","1","",0,""
"2506","ISVI","ISVI2015719_W10","ISVI2015719","","","","","10","",0,""
"2507","ISVI","ISVI2015719_W11","ISVI2015719","","","","","11","",0,""
"2508","ISVI","ISVI2015719_W2","ISVI2015719","","","","","2","",0,""
"2509","ISVI","ISVI2015719_W3","ISVI2015719","","","","","3","",0,""
"2510","ISVI","ISVI2015719_W4","ISVI2015719","","","","","4","",0,""
"2511","ISVI","ISVI2015719_W5","ISVI2015719","","","","","5","",0,""
"2512","ISVI","ISVI2015719_W6","ISVI2015719","","","","","6","",0,""
"2513","ISVI","ISVI2015719_W7","ISVI2015719","","","","","7","",0,""
"2514","ISVI","ISVI2015719_W8","ISVI2015719","","","","","8","",0,""
"2515","ISVI","ISVI2015719_W9","ISVI2015719","","","","","9","",0,""
"2516","ISVI","ISVI2015720_W1","ISVI2015720","","","","","1","",0,""
"2517","ISVI","ISVI2015720_W10","ISVI2015720","","","","","10","",0,""
"2518","ISVI","ISVI2015720_W11","ISVI2015720","","","","","11","",0,""
"2519","ISVI","ISVI2015720_W2","ISVI2015720","","","","","2","",0,""
"2520","ISVI","ISVI2015720_W3","ISVI2015720","","","","","3","",0,""
"2521","ISVI","ISVI2015720_W4","ISVI2015720","","","","","4","",0,""
"2522","ISVI","ISVI2015720_W5","ISVI2015720","","","","","5","",0,""
"2523","ISVI","ISVI2015720_W6","ISVI2015720","","","","","6","",0,""
"2524","ISVI","ISVI2015720_W7","ISVI2015720","","","","","7","",0,""
"2525","ISVI","ISVI2015720_W8","ISVI2015720","","","","","8","",0,""
"2526","ISVI","ISVI2015720_W9","ISVI2015720","","","","","9","",0,""
"2527","ISVI","ISVI2015814_W1","ISVI2015814","","","","","1","",0,""
"2528","ISVI","ISVI2015814_W10","ISVI2015814","","","","","10","",0,""
"2529","ISVI","ISVI2015814_W11","ISVI2015814","","","","","11","",0,""
"2530","ISVI","ISVI2015814_W2","ISVI2015814","","","","","2","",0,""
"2531","ISVI","ISVI2015814_W3","ISVI2015814","","","","","3","",0,""
"2532","ISVI","ISVI2015814_W4","ISVI2015814","","","","","4","",0,""
"2533","ISVI","ISVI2015814_W5","ISVI2015814","","","","","5","",0,""
"2534","ISVI","ISVI2015814_W6","ISVI2015814","","","","","6","",0,""
"2535","ISVI","ISVI2015814_W7","ISVI2015814","","","","","7","",0,""
"2536","ISVI","ISVI2015814_W8","ISVI2015814","","","","","8","",0,""
"2537","ISVI","ISVI2015814_W9","ISVI2015814","","","","","9","",0,""
"2538","ISVI","ISVI2015815_W1","ISVI2015815","","","","","1","",0,""
"2539","ISVI","ISVI2015815_W10","ISVI2015815","","","","","10","",0,""
"2540","ISVI","ISVI2015815_W11","ISVI2015815","","","","","11","",0,""
"2541","ISVI","ISVI2015815_W2","ISVI2015815","","","","","2","",0,""
"2542","ISVI","ISVI2015815_W3","ISVI2015815","","","","","3","",0,""
"2543","ISVI","ISVI2015815_W4","ISVI2015815","","","","","4","",0,""
"2544","ISVI","ISVI2015815_W5","ISVI2015815","","","","","5","",0,""
"2545","ISVI","ISVI2015815_W6","ISVI2015815","","","","","6","",0,""
"2546","ISVI","ISVI2015815_W7","ISVI2015815","","","","","7","",0,""
"2547","ISVI","ISVI2015815_W8","ISVI2015815","","","","","8","",0,""
"2548","ISVI","ISVI2015815_W9","ISVI2015815","","","","","9","",0,""
"2549","ISVI","ISVI2015816_W1","ISVI2015816","2:00:00 PM","","","","1","6",6,"Peeps (Non species specific)"
"2550","ISVI","ISVI2015816_W10","ISVI2015816","","","","","10","",0,""
"2551","ISVI","ISVI2015816_W11","ISVI2015816","","","","","11","",0,""
"2552","ISVI","ISVI2015816_W2","ISVI2015816","","","","","2","",0,""
"2553","ISVI","ISVI2015816_W3","ISVI2015816","","","","","3","",0,""
"2554","ISVI","ISVI2015816_W4","ISVI2015816","","","","","4","",0,""
"2555","ISVI","ISVI2015816_W5","ISVI2015816","","","","","5","",0,""
"2556","ISVI","ISVI2015816_W6","ISVI2015816","","","","","6","",0,""
"2557","ISVI","ISVI2015816_W7","ISVI2015816","","","","","7","",0,""
"2558","ISVI","ISVI2015816_W8","ISVI2015816","","","","","8","",0,""
"2559","ISVI","ISVI2015816_W9","ISVI2015816","","","","","9","",0,""
"2560","ISVI","ISVI2015817_W1","ISVI2015817","","","","","1","",0,""
"2561","ISVI","ISVI2015817_W10","ISVI2015817","","","","","10","",0,""
"2562","ISVI","ISVI2015817_W11","ISVI2015817","","","","","11","",0,""
"2563","ISVI","ISVI2015817_W2","ISVI2015817","","","","","2","",0,""
"2564","ISVI","ISVI2015817_W3","ISVI2015817","","","","","3","",0,""
"2565","ISVI","ISVI2015817_W4","ISVI2015817","","","","","4","",0,""
"2566","ISVI","ISVI2015817_W5","ISVI2015817","","","","","5","",0,""
"2567","ISVI","ISVI2015817_W6","ISVI2015817","","","","","6","",0,""
"2568","ISVI","ISVI2015817_W7","ISVI2015817","","","","","7","",0,""
"2569","ISVI","ISVI2015817_W8","ISVI2015817","","","","","8","",0,""
"2570","ISVI","ISVI2015817_W9","ISVI2015817","","","","","9","",0,""
"2571","KALE","KALE2013720_W1","KALE2013720","700","","","","1","0",0,""
"2572","KALE","KALE2013720_W10","KALE2013720","","","","","10","",0,""
"2573","KALE","KALE2013720_W11","KALE2013720","","","","","11","",0,""
"2574","KALE","KALE2013720_W2","KALE2013720","","","","","2","",0,""
"2575","KALE","KALE2013720_W3","KALE2013720","","","","","3","",0,""
"2576","KALE","KALE2013720_W4","KALE2013720","","","","","4","",0,""
"2577","KALE","KALE2013720_W5","KALE2013720","","","","","5","",0,""
"2578","KALE","KALE2013720_W6","KALE2013720","","","","","6","",0,""
"2579","KALE","KALE2013720_W7","KALE2013720","","","","","7","",0,""
"2580","KALE","KALE2013720_W8","KALE2013720","","","","","8","",0,""
"2581","KALE","KALE2013720_W9","KALE2013720","","","","","9","",0,""
"2582","KALE","KALE2013817_W1","KALE2013817","'16:20","","","","1","90",90,""
"2583","KALE","KALE2013817_W10","KALE2013817","","","","","10","",0,""
"2584","KALE","KALE2013817_W11","KALE2013817","","","","","11","",0,""
"2585","KALE","KALE2013817_W2","KALE2013817","'16:40","","","","2","90",90,""
"2586","KALE","KALE2013817_W3","KALE2013817","'17:00","","","","3","90",90,""
"2587","KALE","KALE2013817_W4","KALE2013817","'17:20","","","","4","90",90,""
"2588","KALE","KALE2013817_W5","KALE2013817","'17:40","","","","5","90",90,""
"2589","KALE","KALE2013817_W6","KALE2013817","'18:00","","","","6","90",90,""
"2590","KALE","KALE2013817_W7","KALE2013817","'18:20","","","","7","90",90,""
"2591","KALE","KALE2013817_W8","KALE2013817","","","","","8","",0,""
"2592","KALE","KALE2013817_W9","KALE2013817","","","","","9","",0,""
"2593","KALE","KALE2013818_W1","KALE2013818","'16:15","","","","1","95",95,""
"2594","KALE","KALE2013818_W10","KALE2013818","","","","","10","",0,""
"2595","KALE","KALE2013818_W11","KALE2013818","","","","","11","",0,""
"2596","KALE","KALE2013818_W2","KALE2013818","'16:30","","","","2","95",95,""
"2597","KALE","KALE2013818_W3","KALE2013818","'16:45","","","","3","95",95,""
"2598","KALE","KALE2013818_W4","KALE2013818","'17:00","","","","4","95",95,""
"2599","KALE","KALE2013818_W5","KALE2013818","'17:15","","","","5","95",95,""
"2600","KALE","KALE2013818_W6","KALE2013818","'17:30","","","","6","95",95,""
"2601","KALE","KALE2013818_W7","KALE2013818","'17:45","","","","7","95",95,""
"2602","KALE","KALE2013818_W8","KALE2013818","'18:00","","","","8","95",95,""
"2603","KALE","KALE2013818_W9","KALE2013818","'18:15","","","","9","95",95,""
"2604","KALE","KALE2015814_W1","KALE2015814","8:30:00 AM","no lesa","","","1","350",350,"Western Sandpipers Only"
"2605","KALE","KALE2015814_W10","KALE2015814","","no lesa","","","10","",0,""
"2606","KALE","KALE2015814_W11","KALE2015814","","no lesa","","","11","",0,""
"2607","KALE","KALE2015814_W2","KALE2015814","","no lesa","","","2","",0,""
"2608","KALE","KALE2015814_W3","KALE2015814","","no lesa","","","3","",0,""
"2609","KALE","KALE2015814_W4","KALE2015814","","no lesa","","","4","",0,""
"2610","KALE","KALE2015814_W5","KALE2015814","","no lesa","","","5","",0,""
"2611","KALE","KALE2015814_W6","KALE2015814","","no lesa","","","6","",0,""
"2612","KALE","KALE2015814_W7","KALE2015814","","no lesa","","","7","",0,""
"2613","KALE","KALE2015814_W8","KALE2015814","","no lesa","","","8","",0,""
"2614","KALE","KALE2015814_W9","KALE2015814","","no lesa","","","9","",0,""
"2615","KENN","KENN2013719_W1","KENN2013719","13:00","","","","1","0",0,""
"2616","KENN","KENN2013719_W2","KENN2013719","13:15","","","","2","0",0,""
"2617","KENN","KENN2013719_W3","KENN2013719","13:30","","","","3","0",0,""
"2618","KENN","KENN2013719_W4","KENN2013719","13:45","","","","4","0",0,""
