"","ID","RecordID","SiteID","counts.cleaned"
"1","BB722013720_W1","BB722013720","BB72",0
"2","ENBO2013721_W1","ENBO2013721","ENBO",17
"3","KALE2013720_W1","KALE2013720","KALE",0
"4","COMX2013720_W1","COMX2013720","COMX",0
"5","COMX2013721_W1","COMX2013721","COMX",0
"6","NANO2013720_W1","NANO2013720","NANO",0
"7","NANO2013721_W1","NANO2013721","NANO",0
"8","IONA2013719_W1","IONA2013719","IONA",0
"9","IONA2013720_W1","IONA2013720","IONA",0
"10","IONA2013721_W1","IONA2013721","IONA",0
"11","COWC2013719_W1","COWC2013719","COWC",0
"12","COWC2013720_W1","COWC2013720","COWC",0
"13","ESQU2013722_W1","ESQU2013722","ESQU",0
"14","MAPL2013719_W1","MAPL2013719","MAPL",0
"15","MAPL2013720_W1","MAPL2013720","MAPL",0
"16","MAPL2013721_W1","MAPL2013721","MAPL",0
"17","ISVI2013720_W1","ISVI2013720","ISVI",0
"18","ISVI2013721_W1","ISVI2013721","ISVI",6
"19","CROC2013720_W1","CROC2013720","CROC",500
"20","BB042013719_W1","BB042013719","BB04",0
"21","BB042013720_W1","BB042013720","BB04",0
"22","BB042013721_W1","BB042013721","BB04",50
"23","DEEP2013719_W1","DEEP2013719","DEEP",0
"24","DEEP2013720_W1","DEEP2013720","DEEP",0
"25","DEEP2013721_W1","DEEP2013721","DEEP",0
"26","WHIF2013721_W1","WHIF2013721","WHIF",0
"27","BB722013721_W1","BB722013721","BB72",0
"28","CROC2013721_W1","CROC2013721","CROC",325
"29","WINT2013720_W1","WINT2013720","WINT",0
"30","SQUA2013720_W1","SQUA2013720","SQUA",0
"31","SQUA2013721_W1","SQUA2013721","SQUA",0
"32","SHPO2013720_W1","SHPO2013720","SHPO",0
"33","SHPO2013721_W1","SHPO2013721","SHPO",0
"34","SHPO2013722_W1","SHPO2013722","SHPO",0
"35","SANM2013720_W1","SANM2013720","SANM",0
"36","SANM2013721_W1","SANM2013721","SANM",0
"37","WHIF2013720_W1","WHIF2013720","WHIF",0
"38","EIDE2013721_W1","EIDE2013721","EIDE",0
"39","PEDD2013720_W1","PEDD2013720","PEDD",0
"40","PEDD2013721_W1","PEDD2013721","PEDD",0
"41","ALHE2013719_W1","ALHE2013719","ALHE",0
"42","ALHE2013720_W1","ALHE2013720","ALHE",0
"43","ALHE2013720_W1","ALHE2013720","ALHE",0
"44","ALHE2013720_W1","ALHE2013720","ALHE",0
"45","ALHE2013720_W1","ALHE2013720","ALHE",0
"46","ALHE2013720_W1","ALHE2013720","ALHE",0
"47","ALHE2013720_W1","ALHE2013720","ALHE",0
"48","ALHE2013720_W1","ALHE2013720","ALHE",0
"49","ALHE2013720_W1","ALHE2013720","ALHE",0
"50","ALHE2013721_W1","ALHE2013721","ALHE",0
"51","CHEM2013720_W1","CHEM2013720","CHEM",0
"52","VRYL2013720_W1","VRYL2013720","VRYL",0
"53","VRYL2013721_W1","VRYL2013721","VRYL",0
"54","SJEN2013720_W1","SJEN2013720","SJEN",0
"55","SJEN2013721_W1","SJEN2013721","SJEN",0
"56","NJEN2013719_W1","NJEN2013719","NJEN",0
"57","NJEN2013720_W1","NJEN2013720","NJEN",0
"58","NJEN2013721_W1","NJEN2013721","NJEN",0
"59","ESQU2013816_W1","ESQU2013816","ESQU",0
"60","ESQU2013817_W1","ESQU2013817","ESQU",0
"61","KALE2013817_W1","KALE2013817","KALE",90
"62","ESQU2013818_W1","ESQU2013818","ESQU",0
"63","EIDE2013817_W1","EIDE2013817","EIDE",34
"64","GRIC2013818_W1","GRIC2013818","GRIC",0
"65","GRIC2013817_W1","GRIC2013817","GRIC",0
"66","DEEP2013816_W1","DEEP2013816","DEEP",0
"67","DEEP2013817_W1","DEEP2013817","DEEP",40
"68","DEEP2013818_W1","DEEP2013818","DEEP",40
"69","NANO2013817_W1","NANO2013817","NANO",0
"70","NANO2013818_W1","NANO2013818","NANO",0
"71","NJEN2013817_W1","NJEN2013817","NJEN",5
"72","NJEN2013818_W1","NJEN2013818","NJEN",250
"73","NJEN2013819_W1","NJEN2013819","NJEN",675
"74","ENBO2013818_W1","ENBO2013818","ENBO",0
"75","KALE2013818_W1","KALE2013818","KALE",95
"76","CROC2013817_W1","CROC2013817","CROC",462
"77","CROC2013818_W1","CROC2013818","CROC",574
"78","SJEN2013817_W1","SJEN2013817","SJEN",70
"79","MAPL2013817_W1","MAPL2013817","MAPL",0
"80","MAPL2013818_W1","MAPL2013818","MAPL",1
"81","SJEN2013818_W1","SJEN2013818","SJEN",50
"82","SJEN2013819_W1","SJEN2013819","SJEN",54
"83","ENBO2013817_W1","ENBO2013817","ENBO",0
"84","SANM2013817_W1","SANM2013817","SANM",34
"85","SANM2013818_W1","SANM2013818","SANM",15
"86","WITT2013817_W1","WITT2013817","WITT",0
"87","WITT2013818_W1","WITT2013818","WITT",0
"88","WITT2013819_W1","WITT2013819","WITT",0
"89","BB042013816_W1","BB042013816","BB04",0
"90","EIDE2013818_W1","EIDE2013818","EIDE",50
"91","BB042013817_W1","BB042013817","BB04",0
"92","BB042013818_W1","BB042013818","BB04",15
"93","PEDD2013817_W1","PEDD2013817","PEDD",0
"94","PEDD2013818_W1","PEDD2013818","PEDD",0
"95","BBSV2013720_W1","BBSV2013720","BBSV",0
"96","BBSV2013721_W1","BBSV2013721","BBSV",4
"97","BBSV2013817_W1","BBSV2013817","BBSV",10
"98","BBSV2013818_W1","BBSV2013818","BBSV",0
"99","COMX2013817_W1","COMX2013817","COMX",125
"100","COMX2013818_W1","COMX2013818","COMX",313
"101","GRIC2013816_W1","GRIC2013816","GRIC",0
"102","FANY2013817_W1","FANY2013817","FANY",0
"103","FANY2013818_W1","FANY2013818","FANY",0
"104","BB722013818_W1","BB722013818","BB72",0
"105","ISVI2013816_W1","ISVI2013816","ISVI",0
"106","ISVI2013817_W1","ISVI2013817","ISVI",0
"107","ISVI2013818_W1","ISVI2013818","ISVI",9
"108","SDNY2013720_W1","SDNY2013720","SDNY",0
"109","SDNY2013721_W1","SDNY2013721","SDNY",0
"110","SDNY2013817_W1","SDNY2013817","SDNY",0
"111","SDNY2013818_W1","SDNY2013818","SDNY",0
"112","SQUA2013817_W1","SQUA2013817","SQUA",0
"113","PANM2013719_W1","PANM2013719","PANM",0
"114","PANM2013720_W1","PANM2013720","PANM",0
"115","PANM2013721_W1","PANM2013721","PANM",0
"116","PANM2013722_W1","PANM2013722","PANM",0
"117","VRYL2013817_W1","VRYL2013817","VRYL",0
"118","VRYL2013818_W1","VRYL2013818","VRYL",0
"119","ROGH2013720_W1","ROGH2013720","ROGH",0
"120","ROGH2013721_W1","ROGH2013721","ROGH",0
"121","ROGH2013818_W1","ROGH2013818","ROGH",280
"122","ROGH2013817_W1","ROGH2013817","ROGH",90
"123","SHPO2013817_W1","SHPO2013817","SHPO",0
"124","SHPO2013818_W1","SHPO2013818","SHPO",0
"125","SHPO2013819_W1","SHPO2013819","SHPO",0
"126","WHIF2013818_W1","WHIF2013818","WHIF",0
"127","BB922013720_W1","BB922013720","BB92",150
"128","BB922013721_W1","BB922013721","BB92",0
"129","COWC2013817_W1","COWC2013817","COWC",0
"130","COWC2013818_W1","COWC2013818","COWC",0
"131","GRIC2013720_W1","GRIC2013720","GRIC",0
"132","GRIC2013721_W1","GRIC2013721","GRIC",0
"133","PEDD2013816_W1","PEDD2013816","PEDD",0
"134","BB722013720_W2","BB722013720","BB72",0
"135","ENBO2013721_W2","ENBO2013721","ENBO",17
"136","KALE2013720_W2","KALE2013720","KALE",0
"137","COMX2013720_W2","COMX2013720","COMX",0
"138","COMX2013721_W2","COMX2013721","COMX",0
"139","NANO2013720_W2","NANO2013720","NANO",0
"140","NANO2013721_W2","NANO2013721","NANO",0
"141","IONA2013719_W2","IONA2013719","IONA",0
"142","IONA2013720_W2","IONA2013720","IONA",0
"143","IONA2013721_W2","IONA2013721","IONA",0
"144","COWC2013719_W2","COWC2013719","COWC",0
"145","COWC2013720_W2","COWC2013720","COWC",0
"146","ESQU2013722_W2","ESQU2013722","ESQU",0
"147","MAPL2013719_W2","MAPL2013719","MAPL",0
"148","MAPL2013720_W2","MAPL2013720","MAPL",0
"149","MAPL2013721_W2","MAPL2013721","MAPL",0
"150","ISVI2013720_W2","ISVI2013720","ISVI",0
"151","ISVI2013721_W2","ISVI2013721","ISVI",0
"152","CROC2013720_W2","CROC2013720","CROC",393
"153","BB042013719_W2","BB042013719","BB04",0
"154","BB042013720_W2","BB042013720","BB04",0
"155","BB042013721_W2","BB042013721","BB04",0
"156","DEEP2013719_W2","DEEP2013719","DEEP",0
"157","DEEP2013720_W2","DEEP2013720","DEEP",0
"158","DEEP2013721_W2","DEEP2013721","DEEP",0
"159","WHIF2013721_W2","WHIF2013721","WHIF",0
"160","BB722013721_W2","BB722013721","BB72",0
"161","CROC2013721_W2","CROC2013721","CROC",429
"162","WINT2013720_W2","WINT2013720","WINT",0
"163","SQUA2013720_W2","SQUA2013720","SQUA",0
"164","SQUA2013721_W2","SQUA2013721","SQUA",0
"165","SHPO2013720_W2","SHPO2013720","SHPO",0
"166","SHPO2013721_W2","SHPO2013721","SHPO",0
"167","SHPO2013722_W2","SHPO2013722","SHPO",0
"168","SANM2013720_W2","SANM2013720","SANM",0
"169","SANM2013721_W2","SANM2013721","SANM",0
"170","WHIF2013720_W2","WHIF2013720","WHIF",0
"171","EIDE2013721_W2","EIDE2013721","EIDE",0
"172","PEDD2013720_W2","PEDD2013720","PEDD",0
"173","PEDD2013721_W2","PEDD2013721","PEDD",0
"174","ALHE2013719_W2","ALHE2013719","ALHE",0
"175","ALHE2013720_W2","ALHE2013720","ALHE",0
"176","ALHE2013720_W2","ALHE2013720","ALHE",0
"177","ALHE2013720_W2","ALHE2013720","ALHE",0
"178","ALHE2013720_W2","ALHE2013720","ALHE",0
"179","ALHE2013720_W2","ALHE2013720","ALHE",0
"180","ALHE2013720_W2","ALHE2013720","ALHE",0
"181","ALHE2013720_W2","ALHE2013720","ALHE",0
"182","ALHE2013720_W2","ALHE2013720","ALHE",0
"183","ALHE2013721_W2","ALHE2013721","ALHE",0
"184","CHEM2013720_W2","CHEM2013720","CHEM",0
"185","VRYL2013720_W2","VRYL2013720","VRYL",0
"186","VRYL2013721_W2","VRYL2013721","VRYL",0
"187","SJEN2013720_W2","SJEN2013720","SJEN",0
"188","SJEN2013721_W2","SJEN2013721","SJEN",0
"189","NJEN2013719_W2","NJEN2013719","NJEN",0
"190","NJEN2013720_W2","NJEN2013720","NJEN",0
"191","NJEN2013721_W2","NJEN2013721","NJEN",0
"192","ESQU2013816_W2","ESQU2013816","ESQU",0
"193","ESQU2013817_W2","ESQU2013817","ESQU",0
"194","KALE2013817_W2","KALE2013817","KALE",90
"195","ESQU2013818_W2","ESQU2013818","ESQU",0
"196","EIDE2013817_W2","EIDE2013817","EIDE",0
"197","GRIC2013818_W2","GRIC2013818","GRIC",0
"198","GRIC2013817_W2","GRIC2013817","GRIC",0
"199","DEEP2013816_W2","DEEP2013816","DEEP",4
"200","DEEP2013817_W2","DEEP2013817","DEEP",75
"201","DEEP2013818_W2","DEEP2013818","DEEP",48
"202","NANO2013817_W2","NANO2013817","NANO",0
"203","NANO2013818_W2","NANO2013818","NANO",0
"204","NJEN2013817_W2","NJEN2013817","NJEN",5
"205","NJEN2013819_W2","NJEN2013819","NJEN",450
"206","ENBO2013818_W2","ENBO2013818","ENBO",0
"207","KALE2013818_W2","KALE2013818","KALE",95
"208","CROC2013817_W2","CROC2013817","CROC",620
"209","CROC2013818_W2","CROC2013818","CROC",544
"210","SJEN2013817_W2","SJEN2013817","SJEN",4
"211","MAPL2013817_W2","MAPL2013817","MAPL",0
"212","MAPL2013818_W2","MAPL2013818","MAPL",15
"213","SJEN2013818_W2","SJEN2013818","SJEN",14
"214","SJEN2013819_W2","SJEN2013819","SJEN",28
"215","ENBO2013817_W2","ENBO2013817","ENBO",0
"216","SANM2013817_W2","SANM2013817","SANM",50
"217","SANM2013818_W2","SANM2013818","SANM",17
"218","WITT2013817_W2","WITT2013817","WITT",0
"219","WITT2013818_W2","WITT2013818","WITT",0
"220","WITT2013819_W2","WITT2013819","WITT",0
"221","BB042013816_W2","BB042013816","BB04",0
"222","EIDE2013818_W2","EIDE2013818","EIDE",0
"223","BB042013817_W2","BB042013817","BB04",0
"224","BB042013818_W2","BB042013818","BB04",15
"225","PEDD2013817_W2","PEDD2013817","PEDD",0
"226","PEDD2013818_W2","PEDD2013818","PEDD",0
"227","BBSV2013720_W2","BBSV2013720","BBSV",0
"228","BBSV2013721_W2","BBSV2013721","BBSV",4
"229","BBSV2013817_W2","BBSV2013817","BBSV",10
"230","BBSV2013818_W2","BBSV2013818","BBSV",0
"231","COMX2013817_W2","COMX2013817","COMX",87
"232","COMX2013818_W2","COMX2013818","COMX",226
"233","GRIC2013816_W2","GRIC2013816","GRIC",0
"234","FANY2013817_W2","FANY2013817","FANY",0
"235","FANY2013818_W2","FANY2013818","FANY",0
"236","BB722013818_W2","BB722013818","BB72",0
"237","ISVI2013816_W2","ISVI2013816","ISVI",0
"238","ISVI2013817_W2","ISVI2013817","ISVI",0
"239","ISVI2013818_W2","ISVI2013818","ISVI",0
"240","SDNY2013720_W2","SDNY2013720","SDNY",0
"241","SDNY2013721_W2","SDNY2013721","SDNY",0
"242","SDNY2013817_W2","SDNY2013817","SDNY",0
"243","SDNY2013818_W2","SDNY2013818","SDNY",0
"244","SQUA2013817_W2","SQUA2013817","SQUA",0
"245","PANM2013719_W2","PANM2013719","PANM",0
"246","PANM2013720_W2","PANM2013720","PANM",0
"247","PANM2013721_W2","PANM2013721","PANM",0
"248","PANM2013722_W2","PANM2013722","PANM",0
"249","VRYL2013817_W2","VRYL2013817","VRYL",0
"250","VRYL2013818_W2","VRYL2013818","VRYL",0
"251","ROGH2013720_W2","ROGH2013720","ROGH",0
"252","ROGH2013721_W2","ROGH2013721","ROGH",0
"253","ROGH2013818_W2","ROGH2013818","ROGH",260
"254","ROGH2013817_W2","ROGH2013817","ROGH",90
"255","SHPO2013817_W2","SHPO2013817","SHPO",0
"256","SHPO2013818_W2","SHPO2013818","SHPO",0
"257","SHPO2013819_W2","SHPO2013819","SHPO",0
"258","WHIF2013818_W2","WHIF2013818","WHIF",0
"259","BB922013720_W2","BB922013720","BB92",170
"260","BB922013721_W2","BB922013721","BB92",125
"261","COWC2013817_W2","COWC2013817","COWC",0
"262","COWC2013818_W2","COWC2013818","COWC",0
"263","GRIC2013720_W2","GRIC2013720","GRIC",0
"264","GRIC2013721_W2","GRIC2013721","GRIC",0
"265","PEDD2013816_W2","PEDD2013816","PEDD",0
"266","BB722013720_W3","BB722013720","BB72",0
"267","ENBO2013721_W3","ENBO2013721","ENBO",0
"268","KALE2013720_W3","KALE2013720","KALE",0
"269","COMX2013720_W3","COMX2013720","COMX",0
"270","COMX2013721_W3","COMX2013721","COMX",0
"271","NANO2013720_W3","NANO2013720","NANO",0
"272","NANO2013721_W3","NANO2013721","NANO",0
"273","IONA2013719_W3","IONA2013719","IONA",0
"274","IONA2013720_W3","IONA2013720","IONA",0
"275","IONA2013721_W3","IONA2013721","IONA",0
"276","COWC2013719_W3","COWC2013719","COWC",0
"277","COWC2013720_W3","COWC2013720","COWC",0
"278","ESQU2013722_W3","ESQU2013722","ESQU",0
"279","MAPL2013719_W3","MAPL2013719","MAPL",0
"280","MAPL2013720_W3","MAPL2013720","MAPL",0
"281","MAPL2013721_W3","MAPL2013721","MAPL",0
"282","ISVI2013720_W3","ISVI2013720","ISVI",0
"283","ISVI2013721_W3","ISVI2013721","ISVI",0
"284","CROC2013720_W3","CROC2013720","CROC",400
"285","BB042013719_W3","BB042013719","BB04",0
"286","BB042013720_W3","BB042013720","BB04",0
"287","BB042013721_W3","BB042013721","BB04",0
"288","DEEP2013719_W3","DEEP2013719","DEEP",0
"289","DEEP2013720_W3","DEEP2013720","DEEP",0
"290","DEEP2013721_W3","DEEP2013721","DEEP",0
"291","WHIF2013721_W3","WHIF2013721","WHIF",0
"292","BB722013721_W3","BB722013721","BB72",0
"293","CROC2013721_W3","CROC2013721","CROC",34
"294","WINT2013720_W3","WINT2013720","WINT",0
"295","SQUA2013720_W3","SQUA2013720","SQUA",0
"296","SQUA2013721_W3","SQUA2013721","SQUA",0
"297","SHPO2013720_W3","SHPO2013720","SHPO",0
"298","SHPO2013721_W3","SHPO2013721","SHPO",0
"299","SHPO2013722_W3","SHPO2013722","SHPO",0
"300","SANM2013720_W3","SANM2013720","SANM",0
"301","SANM2013721_W3","SANM2013721","SANM",0
"302","WHIF2013720_W3","WHIF2013720","WHIF",0
"303","EIDE2013721_W3","EIDE2013721","EIDE",0
"304","PEDD2013720_W3","PEDD2013720","PEDD",9
"305","PEDD2013721_W3","PEDD2013721","PEDD",0
"306","ALHE2013719_W3","ALHE2013719","ALHE",0
"307","ALHE2013720_W3","ALHE2013720","ALHE",0
"308","ALHE2013720_W3","ALHE2013720","ALHE",0
"309","ALHE2013720_W3","ALHE2013720","ALHE",0
"310","ALHE2013720_W3","ALHE2013720","ALHE",0
"311","ALHE2013720_W3","ALHE2013720","ALHE",0
"312","ALHE2013720_W3","ALHE2013720","ALHE",0
"313","ALHE2013720_W3","ALHE2013720","ALHE",0
"314","ALHE2013720_W3","ALHE2013720","ALHE",0
"315","ALHE2013721_W3","ALHE2013721","ALHE",0
"316","CHEM2013720_W3","CHEM2013720","CHEM",0
"317","VRYL2013720_W3","VRYL2013720","VRYL",0
"318","VRYL2013721_W3","VRYL2013721","VRYL",0
"319","SJEN2013720_W3","SJEN2013720","SJEN",0
"320","SJEN2013721_W3","SJEN2013721","SJEN",0
"321","NJEN2013719_W3","NJEN2013719","NJEN",0
"322","NJEN2013720_W3","NJEN2013720","NJEN",0
"323","NJEN2013721_W3","NJEN2013721","NJEN",0
"324","ESQU2013816_W3","ESQU2013816","ESQU",0
"325","ESQU2013817_W3","ESQU2013817","ESQU",0
"326","KALE2013817_W3","KALE2013817","KALE",90
"327","ESQU2013818_W3","ESQU2013818","ESQU",0
"328","EIDE2013817_W3","EIDE2013817","EIDE",300
"329","GRIC2013818_W3","GRIC2013818","GRIC",0
"330","GRIC2013817_W3","GRIC2013817","GRIC",0
"331","DEEP2013816_W3","DEEP2013816","DEEP",0
"332","DEEP2013817_W3","DEEP2013817","DEEP",75
"333","DEEP2013818_W3","DEEP2013818","DEEP",50
"334","NANO2013817_W3","NANO2013817","NANO",0
"335","NANO2013818_W3","NANO2013818","NANO",0
"336","NJEN2013817_W3","NJEN2013817","NJEN",5
"337","NJEN2013818_W3","NJEN2013818","NJEN",75
"338","NJEN2013819_W3","NJEN2013819","NJEN",540
"339","ENBO2013818_W3","ENBO2013818","ENBO",0
"340","KALE2013818_W3","KALE2013818","KALE",95
"341","CROC2013817_W3","CROC2013817","CROC",580
"342","CROC2013818_W3","CROC2013818","CROC",90
"343","SJEN2013817_W3","SJEN2013817","SJEN",42
"344","MAPL2013817_W3","MAPL2013817","MAPL",0
"345","MAPL2013818_W3","MAPL2013818","MAPL",15
"346","SJEN2013818_W3","SJEN2013818","SJEN",56
"347","SJEN2013819_W3","SJEN2013819","SJEN",36
"348","ENBO2013817_W3","ENBO2013817","ENBO",0
"349","SANM2013817_W3","SANM2013817","SANM",46
"350","SANM2013818_W3","SANM2013818","SANM",16
"351","WITT2013817_W3","WITT2013817","WITT",0
"352","WITT2013818_W3","WITT2013818","WITT",0
"353","WITT2013819_W3","WITT2013819","WITT",0
"354","BB042013816_W3","BB042013816","BB04",0
"355","EIDE2013818_W3","EIDE2013818","EIDE",400
"356","BB042013817_W3","BB042013817","BB04",0
"357","BB042013818_W3","BB042013818","BB04",600
"358","PEDD2013817_W3","PEDD2013817","PEDD",0
"359","PEDD2013818_W3","PEDD2013818","PEDD",0
"360","BBSV2013720_W3","BBSV2013720","BBSV",0
"361","BBSV2013721_W3","BBSV2013721","BBSV",4
"362","BBSV2013817_W3","BBSV2013817","BBSV",10
"363","BBSV2013818_W3","BBSV2013818","BBSV",0
"364","COMX2013817_W3","COMX2013817","COMX",24
"365","COMX2013818_W3","COMX2013818","COMX",0
"366","GRIC2013816_W3","GRIC2013816","GRIC",0
"367","FANY2013817_W3","FANY2013817","FANY",0
"368","FANY2013818_W3","FANY2013818","FANY",0
"369","BB722013818_W3","BB722013818","BB72",2000
"370","ISVI2013816_W3","ISVI2013816","ISVI",0
"371","ISVI2013817_W3","ISVI2013817","ISVI",0
"372","ISVI2013818_W3","ISVI2013818","ISVI",0
"373","SDNY2013720_W3","SDNY2013720","SDNY",0
"374","SDNY2013721_W3","SDNY2013721","SDNY",0
"375","SDNY2013817_W3","SDNY2013817","SDNY",0
"376","SDNY2013818_W3","SDNY2013818","SDNY",0
"377","SQUA2013817_W3","SQUA2013817","SQUA",0
"378","PANM2013719_W3","PANM2013719","PANM",0
"379","PANM2013720_W3","PANM2013720","PANM",0
"380","PANM2013721_W3","PANM2013721","PANM",0
"381","PANM2013722_W3","PANM2013722","PANM",0
"382","VRYL2013817_W3","VRYL2013817","VRYL",0
"383","VRYL2013818_W3","VRYL2013818","VRYL",0
"384","ROGH2013720_W3","ROGH2013720","ROGH",0
"385","ROGH2013721_W3","ROGH2013721","ROGH",0
"386","ROGH2013818_W3","ROGH2013818","ROGH",70
"387","ROGH2013817_W3","ROGH2013817","ROGH",350
"388","SHPO2013817_W3","SHPO2013817","SHPO",0
"389","SHPO2013818_W3","SHPO2013818","SHPO",0
"390","SHPO2013819_W3","SHPO2013819","SHPO",0
"391","WHIF2013818_W3","WHIF2013818","WHIF",0
"392","BB922013720_W3","BB922013720","BB92",315
"393","BB922013721_W3","BB922013721","BB92",0
"394","COWC2013817_W3","COWC2013817","COWC",0
"395","COWC2013818_W3","COWC2013818","COWC",0
"396","GRIC2013720_W3","GRIC2013720","GRIC",0
"397","GRIC2013721_W3","GRIC2013721","GRIC",0
"398","PEDD2013816_W3","PEDD2013816","PEDD",0
"399","BB722013720_W4","BB722013720","BB72",0
"400","ENBO2013721_W4","ENBO2013721","ENBO",26
"401","KALE2013720_W4","KALE2013720","KALE",0
"402","COMX2013720_W4","COMX2013720","COMX",0
"403","COMX2013721_W4","COMX2013721","COMX",0
"404","NANO2013720_W4","NANO2013720","NANO",0
"405","NANO2013721_W4","NANO2013721","NANO",0
"406","IONA2013719_W4","IONA2013719","IONA",0
"407","IONA2013720_W4","IONA2013720","IONA",0
"408","IONA2013721_W4","IONA2013721","IONA",0
"409","COWC2013719_W4","COWC2013719","COWC",0
"410","COWC2013720_W4","COWC2013720","COWC",0
"411","ESQU2013722_W4","ESQU2013722","ESQU",0
"412","MAPL2013719_W4","MAPL2013719","MAPL",0
"413","MAPL2013720_W4","MAPL2013720","MAPL",0
"414","MAPL2013721_W4","MAPL2013721","MAPL",0
"415","ISVI2013720_W4","ISVI2013720","ISVI",0
"416","ISVI2013721_W4","ISVI2013721","ISVI",0
"417","CROC2013720_W4","CROC2013720","CROC",560
"418","BB042013719_W4","BB042013719","BB04",0
"419","BB042013720_W4","BB042013720","BB04",0
"420","BB042013721_W4","BB042013721","BB04",0
"421","DEEP2013719_W4","DEEP2013719","DEEP",0
"422","DEEP2013720_W4","DEEP2013720","DEEP",0
"423","DEEP2013721_W4","DEEP2013721","DEEP",0
"424","WHIF2013721_W4","WHIF2013721","WHIF",0
"425","BB722013721_W4","BB722013721","BB72",0
"426","CROC2013721_W4","CROC2013721","CROC",344
"427","WINT2013720_W4","WINT2013720","WINT",0
"428","SQUA2013720_W4","SQUA2013720","SQUA",0
"429","SQUA2013721_W4","SQUA2013721","SQUA",0
"430","SHPO2013720_W4","SHPO2013720","SHPO",0
"431","SHPO2013721_W4","SHPO2013721","SHPO",0
"432","SHPO2013722_W4","SHPO2013722","SHPO",0
"433","SANM2013720_W4","SANM2013720","SANM",0
"434","SANM2013721_W4","SANM2013721","SANM",0
"435","WHIF2013720_W4","WHIF2013720","WHIF",0
"436","EIDE2013721_W4","EIDE2013721","EIDE",0
"437","PEDD2013720_W4","PEDD2013720","PEDD",0
"438","PEDD2013721_W4","PEDD2013721","PEDD",0
"439","ALHE2013719_W4","ALHE2013719","ALHE",0
"440","ALHE2013720_W4","ALHE2013720","ALHE",0
"441","ALHE2013720_W4","ALHE2013720","ALHE",0
"442","ALHE2013720_W4","ALHE2013720","ALHE",0
"443","ALHE2013720_W4","ALHE2013720","ALHE",0
"444","ALHE2013720_W4","ALHE2013720","ALHE",0
"445","ALHE2013720_W4","ALHE2013720","ALHE",0
"446","ALHE2013720_W4","ALHE2013720","ALHE",0
"447","ALHE2013720_W4","ALHE2013720","ALHE",0
"448","ALHE2013721_W4","ALHE2013721","ALHE",0
"449","CHEM2013720_W4","CHEM2013720","CHEM",0
"450","VRYL2013720_W4","VRYL2013720","VRYL",0
"451","VRYL2013721_W4","VRYL2013721","VRYL",0
"452","SJEN2013720_W4","SJEN2013720","SJEN",0
"453","SJEN2013721_W4","SJEN2013721","SJEN",0
"454","NJEN2013719_W4","NJEN2013719","NJEN",0
"455","NJEN2013720_W4","NJEN2013720","NJEN",0
"456","NJEN2013721_W4","NJEN2013721","NJEN",0
"457","ESQU2013816_W4","ESQU2013816","ESQU",0
"458","ESQU2013817_W4","ESQU2013817","ESQU",0
"459","KALE2013817_W4","KALE2013817","KALE",90
"460","ESQU2013818_W4","ESQU2013818","ESQU",0
"461","EIDE2013817_W4","EIDE2013817","EIDE",0
"462","GRIC2013818_W4","GRIC2013818","GRIC",0
"463","GRIC2013817_W4","GRIC2013817","GRIC",0
"464","DEEP2013816_W4","DEEP2013816","DEEP",0
"465","DEEP2013817_W4","DEEP2013817","DEEP",49
"466","DEEP2013818_W4","DEEP2013818","DEEP",45
"467","NANO2013817_W4","NANO2013817","NANO",0
"468","NANO2013818_W4","NANO2013818","NANO",0
"469","NJEN2013817_W4","NJEN2013817","NJEN",15
"470","NJEN2013818_W4","NJEN2013818","NJEN",60
"471","NJEN2013819_W4","NJEN2013819","NJEN",540
"472","ENBO2013818_W4","ENBO2013818","ENBO",0
"473","KALE2013818_W4","KALE2013818","KALE",95
"474","CROC2013817_W4","CROC2013817","CROC",810
"475","CROC2013818_W4","CROC2013818","CROC",313
"476","SJEN2013817_W4","SJEN2013817","SJEN",11
"477","MAPL2013817_W4","MAPL2013817","MAPL",0
"478","MAPL2013818_W4","MAPL2013818","MAPL",0
"479","SJEN2013818_W4","SJEN2013818","SJEN",68
"480","SJEN2013819_W4","SJEN2013819","SJEN",103.5
"481","ENBO2013817_W4","ENBO2013817","ENBO",0
"482","SANM2013817_W4","SANM2013817","SANM",80
"483","SANM2013818_W4","SANM2013818","SANM",26
"484","WITT2013817_W4","WITT2013817","WITT",0
"485","WITT2013818_W4","WITT2013818","WITT",0
"486","WITT2013819_W4","WITT2013819","WITT",0
"487","BB042013816_W4","BB042013816","BB04",0
"488","EIDE2013818_W4","EIDE2013818","EIDE",420
"489","BB042013817_W4","BB042013817","BB04",0
"490","BB042013818_W4","BB042013818","BB04",15
"491","PEDD2013817_W4","PEDD2013817","PEDD",0
"492","PEDD2013818_W4","PEDD2013818","PEDD",0
"493","BBSV2013720_W4","BBSV2013720","BBSV",0
"494","BBSV2013721_W4","BBSV2013721","BBSV",4
"495","BBSV2013817_W4","BBSV2013817","BBSV",10
"496","BBSV2013818_W4","BBSV2013818","BBSV",0
"497","COMX2013817_W4","COMX2013817","COMX",0
"498","COMX2013818_W4","COMX2013818","COMX",0
"499","GRIC2013816_W4","GRIC2013816","GRIC",0
"500","FANY2013817_W4","FANY2013817","FANY",0
"501","FANY2013818_W4","FANY2013818","FANY",0
"502","BB722013818_W4","BB722013818","BB72",500
"503","ISVI2013816_W4","ISVI2013816","ISVI",0
