"","ID","RecordID","SiteID","counts.cleaned"
"7019","PEDD2017819_W10","PEDD2017819","PEDD",0
"7020","PEDD2017820_W10","PEDD2017820","PEDD",0
"7021","BB122017819_W10","BB122017819","BB12",0
"7022","BB042017820_W10","BB042017820","BB04",0
"7023","ISVI2017818_W10","ISVI2017818","ISVI",0
"7024","ISVI2017819_W10","ISVI2017819","ISVI",0
"7025","ISVI2017820_W10","ISVI2017820","ISVI",0
"7026","ISVI2017821_W10","ISVI2017821","ISVI",0
"7027","ESQU2017820_W10","ESQU2017820","ESQU",0
"7028","SANM2017818_W10","SANM2017818","SANM",34
"7029","SANM2017819_W10","SANM2017819","SANM",12
"7030","COBE2017821_W10","COBE2017821","COBE",0
"7031","SANM2017820_W10","SANM2017820","SANM",33
"7032","RBBP2017723_W10","RBBP2017723","RBBP",0
"7033","RBBP2017724_W10","RBBP2017724","RBBP",210
"7034","MAPL2017820_W10","MAPL2017820","MAPL",0
"7035","CROC2017722_W10","CROC2017722","CROC",0
"7036","CROC2017724_W10","CROC2017724","CROC",0
"7037","CROC2017819_W10","CROC2017819","CROC",0
"7038","CROC2017820_W10","CROC2017820","CROC",0
"7039","ESQU2017723_W11","ESQU2017723","ESQU",0
"7040","MAPL2017721_W11","MAPL2017721","MAPL",0
"7041","MAPL2017722_W11","MAPL2017722","MAPL",0
"7042","IONA2017723_W11","IONA2017723","IONA",0
"7043","PEDD2017722_W11","PEDD2017722","PEDD",0
"7044","PEDD2017723_W11","PEDD2017723","PEDD",0
"7045","SHPO2017722_W11","SHPO2017722","SHPO",0
"7046","SHPO2017723_W11","SHPO2017723","SHPO",0
"7047","SQUA2017721_W11","SQUA2017721","SQUA",0
"7048","SQUA2017724_W11","SQUA2017724","SQUA",0
"7049","BB042017722_W11","BB042017722","BB04",0
"7050","BB122017723_W11","BB122017723","BB12",0
"7051","ISVI2017721_W11","ISVI2017721","ISVI",0
"7052","ISVI2017722_W11","ISVI2017722","ISVI",0
"7053","ISVI2017723_W11","ISVI2017723","ISVI",0
"7054","ISVI2017724_W11","ISVI2017724","ISVI",0
"7055","WITT2017722_W11","WITT2017722","WITT",15
"7056","RBBP2017721_W11","RBBP2017721","RBBP",0
"7057","WITT2017723_W11","WITT2017723","WITT",0
"7058","BBSV2017722_W11","BBSV2017722","BBSV",290
"7059","BBSV2017723_W11","BBSV2017723","BBSV",26
"7060","IONA2017722_W11","IONA2017722","IONA",0
"7061","IONA2017819_W11","IONA2017819","IONA",0
"7062","WITT2017820_W11","WITT2017820","WITT",37.7391304347826
"7063","WITT2017819_W11","WITT2017819","WITT",60
"7064","SHPO2017818_W11","SHPO2017818","SHPO",0
"7065","SHPO2017819_W11","SHPO2017819","SHPO",0
"7066","BBMB2017821_W11","BBMB2017821","BBMB",0
"7067","PEDD2017819_W11","PEDD2017819","PEDD",0
"7068","PEDD2017820_W11","PEDD2017820","PEDD",0
"7069","BB122017819_W11","BB122017819","BB12",0
"7070","BB042017820_W11","BB042017820","BB04",0
"7071","ISVI2017818_W11","ISVI2017818","ISVI",0
"7072","ISVI2017819_W11","ISVI2017819","ISVI",0
"7073","ISVI2017820_W11","ISVI2017820","ISVI",0
"7074","ISVI2017821_W11","ISVI2017821","ISVI",0
"7075","ESQU2017820_W11","ESQU2017820","ESQU",0
"7076","SANM2017818_W11","SANM2017818","SANM",0
"7077","SANM2017819_W11","SANM2017819","SANM",10
"7078","COBE2017821_W11","COBE2017821","COBE",0
"7079","SANM2017820_W11","SANM2017820","SANM",51
"7080","RBBP2017723_W11","RBBP2017723","RBBP",0
"7081","RBBP2017724_W11","RBBP2017724","RBBP",260
"7082","MAPL2017820_W11","MAPL2017820","MAPL",0
"7083","CROC2017722_W11","CROC2017722","CROC",0
"7084","CROC2017724_W11","CROC2017724","CROC",0
"7085","CROC2017819_W11","CROC2017819","CROC",0
"7086","CROC2017820_W11","CROC2017820","CROC",0
"7087","FANY2017721_W1","FANY2017721","FANY",0
"7088","FANY2017721_W2","FANY2017721","FANY",0
"7089","FANY2017721_W3","FANY2017721","FANY",0
"7090","FANY2017721_W4","FANY2017721","FANY",0
"7091","FANY2017721_W5","FANY2017721","FANY",0
"7092","FANY2017721_W6","FANY2017721","FANY",0
"7093","FANY2017721_W7","FANY2017721","FANY",0
"7094","FANY2017721_W8","FANY2017721","FANY",21
"7095","FANY2017721_W9","FANY2017721","FANY",0
"7096","FANY2017721_W10","FANY2017721","FANY",0
"7097","FANY2017721_W11","FANY2017721","FANY",5
"7098","FANY2017723_W1","FANY2017723","FANY",0
"7099","FANY2017723_W2","FANY2017723","FANY",0
"7100","FANY2017723_W3","FANY2017723","FANY",0
"7101","FANY2017723_W4","FANY2017723","FANY",0
"7102","FANY2017723_W5","FANY2017723","FANY",0
"7103","FANY2017723_W6","FANY2017723","FANY",2
"7104","FANY2017723_W7","FANY2017723","FANY",2
"7105","FANY2017723_W8","FANY2017723","FANY",0
"7106","FANY2017723_W9","FANY2017723","FANY",1
"7107","FANY2017723_W10","FANY2017723","FANY",1
"7108","FANY2017723_W11","FANY2017723","FANY",1
"7109","SANM2017722_W1","SANM2017722","SANM",29
"7110","SANM2017722_W2","SANM2017722","SANM",30
"7111","SANM2017722_W3","SANM2017722","SANM",28.7378640776699
"7112","SANM2017722_W4","SANM2017722","SANM",33
"7113","SANM2017722_W5","SANM2017722","SANM",40
"7114","SANM2017722_W6","SANM2017722","SANM",33
"7115","SANM2017722_W7","SANM2017722","SANM",45
"7116","SANM2017722_W8","SANM2017722","SANM",39
"7117","SANM2017722_W9","SANM2017722","SANM",37
"7118","SANM2017722_W10","SANM2017722","SANM",37
"7119","SANM2017722_W11","SANM2017722","SANM",35
"7120","SANM2017722_W12","SANM2017722","SANM",3
"7121","SANM2017724_W1","SANM2017724","SANM",24
"7122","SANM2017724_W2","SANM2017724","SANM",25
"7123","SANM2017724_W3","SANM2017724","SANM",22
"7124","SANM2017724_W4","SANM2017724","SANM",24
"7125","SANM2017724_W5","SANM2017724","SANM",21
"7126","SANM2017724_W6","SANM2017724","SANM",13
"7127","SANM2017724_W7","SANM2017724","SANM",32
"7128","SANM2017724_W8","SANM2017724","SANM",28
"7129","SANM2017724_W9","SANM2017724","SANM",30
"7130","SANM2017724_W10","SANM2017724","SANM",32
"7131","SANM2017724_W11","SANM2017724","SANM",29
"7132","SANM2017724_W12","SANM2017724","SANM",44.6666666666667
"7133","BB042017723_W1","BB042017723","BB04",0
"7134","BB042017723_W2","BB042017723","BB04",0
"7135","BB042017723_W3","BB042017723","BB04",0
"7136","BB042017723_W4","BB042017723","BB04",0
"7137","BB042017723_W5","BB042017723","BB04",250
"7138","BB042017723_W6","BB042017723","BB04",0
"7139","BB042017723_W7","BB042017723","BB04",0
"7140","BB042017723_W8","BB042017723","BB04",450
"7141","BB042017723_W9","BB042017723","BB04",450
"7142","BB042017723_W10","BB042017723","BB04",500
"7143","BB042017723_W11","BB042017723","BB04",450
"7144","BB122017722_W1","BB122017722","BB12",0
"7145","BB122017722_W2","BB122017722","BB12",0
"7146","BB122017722_W3","BB122017722","BB12",75
"7147","BB122017722_W4","BB122017722","BB12",75
"7148","BB122017722_W5","BB122017722","BB12",200
"7149","BB122017722_W6","BB122017722","BB12",400
"7150","BB122017722_W7","BB122017722","BB12",400
"7151","BB122017722_W8","BB122017722","BB12",450
"7152","BB122017722_W9","BB122017722","BB12",450
"7153","BB122017722_W10","BB122017722","BB12",0
"7154","BB122017722_W11","BB122017722","BB12",0
"7155","NJEN2017722_W1","NJEN2017722","NJEN",0
"7156","NJEN2017722_W2","NJEN2017722","NJEN",0
"7157","NJEN2017722_W3","NJEN2017722","NJEN",0
"7158","NJEN2017722_W4","NJEN2017722","NJEN",0
"7159","NJEN2017722_W5","NJEN2017722","NJEN",340
"7160","NJEN2017722_W6","NJEN2017722","NJEN",350
"7161","NJEN2017722_W7","NJEN2017722","NJEN",350
"7162","NJEN2017722_W8","NJEN2017722","NJEN",400
"7163","NJEN2017722_W9","NJEN2017722","NJEN",0
"7164","NJEN2017722_W10","NJEN2017722","NJEN",0
"7165","NJEN2017723_W1","NJEN2017723","NJEN",0
"7166","NJEN2017723_W2","NJEN2017723","NJEN",0
"7167","NJEN2017723_W3","NJEN2017723","NJEN",0
"7168","NJEN2017723_W4","NJEN2017723","NJEN",0
"7169","NJEN2017723_W5","NJEN2017723","NJEN",0
"7170","NJEN2017723_W6","NJEN2017723","NJEN",0
"7171","NJEN2017723_W7","NJEN2017723","NJEN",0
"7172","NJEN2017723_W8","NJEN2017723","NJEN",0
"7173","NJEN2017723_W9","NJEN2017723","NJEN",0
"7174","NJEN2017724_W1","NJEN2017724","NJEN",0
"7175","NJEN2017724_W2","NJEN2017724","NJEN",11
"7176","NJEN2017724_W3","NJEN2017724","NJEN",14
"7177","NJEN2017724_W4","NJEN2017724","NJEN",39
"7178","NJEN2017724_W5","NJEN2017724","NJEN",31
"7179","NJEN2017724_W6","NJEN2017724","NJEN",15
"7180","NJEN2017724_W7","NJEN2017724","NJEN",140
"7181","NJEN2017724_W8","NJEN2017724","NJEN",140
"7182","NJEN2017724_W9","NJEN2017724","NJEN",80
"7183","NJEN2017724_W10","NJEN2017724","NJEN",80
"7184","NJEN2017724_W11","NJEN2017724","NJEN",0
"7185","GRIC2017722_W1","GRIC2017722","GRIC",0
"7186","GRIC2017722_W2","GRIC2017722","GRIC",0
"7187","GRIC2017722_W3","GRIC2017722","GRIC",0
"7188","GRIC2017722_W4","GRIC2017722","GRIC",0
"7189","GRIC2017722_W5","GRIC2017722","GRIC",0
"7190","GRIC2017722_W6","GRIC2017722","GRIC",0
"7191","GRIC2017723_W1","GRIC2017723","GRIC",0
"7192","GRIC2017723_W2","GRIC2017723","GRIC",0
"7193","GRIC2017723_W3","GRIC2017723","GRIC",0
"7194","GRIC2017723_W4","GRIC2017723","GRIC",0
"7195","GRIC2017723_W5","GRIC2017723","GRIC",0
"7196","GRIC2017723_W6","GRIC2017723","GRIC",0
"7197","GRIC2017723_W7","GRIC2017723","GRIC",0
"7198","GRIC2017723_W8","GRIC2017723","GRIC",0
"7199","GRIC2017723_W9","GRIC2017723","GRIC",0
"7200","GRIC2017723_W10","GRIC2017723","GRIC",0
"7201","GRIC2017723_W11","GRIC2017723","GRIC",0
"7202","GRIC2017724_W1","GRIC2017724","GRIC",0
"7203","GRIC2017724_W2","GRIC2017724","GRIC",0
"7204","GRIC2017724_W3","GRIC2017724","GRIC",0
"7205","GRIC2017724_W4","GRIC2017724","GRIC",0
"7206","GRIC2017724_W5","GRIC2017724","GRIC",0
"7207","PIPE2017721_W1","PIPE2017721","PIPE",0
"7208","PIPE2017721_W2","PIPE2017721","PIPE",0
"7209","PIPE2017721_W3","PIPE2017721","PIPE",0
"7210","PIPE2017721_W4","PIPE2017721","PIPE",0
"7211","PIPE2017721_W5","PIPE2017721","PIPE",0
"7212","PIPE2017721_W6","PIPE2017721","PIPE",0
"7213","PIPE2017721_W7","PIPE2017721","PIPE",0
"7214","PIPE2017721_W8","PIPE2017721","PIPE",0
"7215","PIPE2017721_W9","PIPE2017721","PIPE",0
"7216","PIPE2017724_W1","PIPE2017724","PIPE",0
"7217","PIPE2017724_W2","PIPE2017724","PIPE",0
"7218","PIPE2017724_W3","PIPE2017724","PIPE",0
"7219","PIPE2017724_W4","PIPE2017724","PIPE",0
"7220","PIPE2017724_W5","PIPE2017724","PIPE",0
"7221","NANO2017721_W1","NANO2017721","NANO",0
"7222","NANO2017721_W2","NANO2017721","NANO",0
"7223","NANO2017721_W3","NANO2017721","NANO",0
"7224","NANO2017721_W4","NANO2017721","NANO",0
"7225","NANO2017721_W5","NANO2017721","NANO",0
"7226","NANO2017721_W6","NANO2017721","NANO",0
"7227","NANO2017721_W7","NANO2017721","NANO",0
"7228","NANO2017721_W8","NANO2017721","NANO",0
"7229","NANO2017721_W9","NANO2017721","NANO",0
"7230","NANO2017721_W10","NANO2017721","NANO",0
"7231","NANO2017721_W11","NANO2017721","NANO",0
"7232","NANO2017721_W12","NANO2017721","NANO",0
"7233","NANO2017724_W1","NANO2017724","NANO",0
"7234","NANO2017724_W2","NANO2017724","NANO",0
"7235","NANO2017724_W3","NANO2017724","NANO",0
"7236","NANO2017724_W4","NANO2017724","NANO",0
"7237","NANO2017724_W5","NANO2017724","NANO",0
"7238","NANO2017724_W6","NANO2017724","NANO",0
"7239","NANO2017724_W7","NANO2017724","NANO",0
"7240","NANO2017724_W8","NANO2017724","NANO",0
"7241","NANO2017724_W9","NANO2017724","NANO",0
"7242","SDNY2017723_W1","SDNY2017723","SDNY",178.494623655914
"7243","SDNY2017723_W2","SDNY2017723","SDNY",178.494623655914
"7244","SDNY2017723_W3","SDNY2017723","SDNY",178.494623655914
"7245","SDNY2017723_W4","SDNY2017723","SDNY",178.494623655914
"7246","SDNY2017723_W5","SDNY2017723","SDNY",178.494623655914
"7247","SDNY2017723_W6","SDNY2017723","SDNY",166
"7248","SDNY2017723_W7","SDNY2017723","SDNY",73.1827956989247
"7249","SDNY2017723_W8","SDNY2017723","SDNY",58.010752688172
"7250","SDNY2017723_W9","SDNY2017723","SDNY",65.1505376344086
"7251","SDNY2017723_W10","SDNY2017723","SDNY",67.8279569892473
"7252","SDNY2017723_W11","SDNY2017723","SDNY",51.7634408602151
"7253","SDNY2017722_W1","SDNY2017722","SDNY",316.4
"7254","SDNY2017722_W2","SDNY2017722","SDNY",452
"7255","SDNY2017722_W3","SDNY2017722","SDNY",470.08
"7256","SDNY2017722_W4","SDNY2017722","SDNY",473.696
"7257","SDNY2017722_W5","SDNY2017722","SDNY",513.472
"7258","SDNY2017722_W6","SDNY2017722","SDNY",452
"7259","SDNY2017722_W7","SDNY2017722","SDNY",3.616
"7260","SDNY2017722_W8","SDNY2017722","SDNY",28
"7261","SDNY2017722_W9","SDNY2017722","SDNY",23
"7262","SDNY2017722_W10","SDNY2017722","SDNY",0
"7263","SDNY2017722_W11","SDNY2017722","SDNY",5
"7264","PIPE2017818_W1","PIPE2017818","PIPE",0
"7265","PIPE2017818_W2","PIPE2017818","PIPE",0
"7266","PIPE2017818_W3","PIPE2017818","PIPE",0
"7267","PIPE2017818_W4","PIPE2017818","PIPE",0
"7268","PIPE2017818_W5","PIPE2017818","PIPE",0
"7269","PIPE2017818_W6","PIPE2017818","PIPE",0
"7270","PIPE2017818_W7","PIPE2017818","PIPE",0
"7271","PIPE2017818_W8","PIPE2017818","PIPE",1
"7272","PIPE2017818_W9","PIPE2017818","PIPE",1
"7273","PIPE2017818_W10","PIPE2017818","PIPE",0
"7274","PIPE2017818_W11","PIPE2017818","PIPE",0
"7275","PIPE2017818_W12","PIPE2017818","PIPE",0
"7276","NANO2017819_W1","NANO2017819","NANO",0
"7277","NANO2017819_W2","NANO2017819","NANO",0
"7278","NANO2017819_W3","NANO2017819","NANO",0
"7279","NANO2017819_W4","NANO2017819","NANO",0
"7280","NANO2017819_W5","NANO2017819","NANO",0
"7281","NANO2017819_W6","NANO2017819","NANO",0
"7282","NANO2017819_W7","NANO2017819","NANO",0
"7283","NANO2017819_W8","NANO2017819","NANO",0
"7284","NANO2017819_W9","NANO2017819","NANO",0
"7285","NANO2017819_W10","NANO2017819","NANO",0
"7286","NANO2017819_W11","NANO2017819","NANO",0
"7287","FANY2017820_W1","FANY2017820","FANY",0
"7288","FANY2017820_W2","FANY2017820","FANY",0
"7289","FANY2017820_W3","FANY2017820","FANY",0
"7290","FANY2017820_W4","FANY2017820","FANY",1
"7291","FANY2017820_W5","FANY2017820","FANY",1
"7292","FANY2017820_W6","FANY2017820","FANY",1
"7293","FANY2017820_W7","FANY2017820","FANY",1
"7294","FANY2017820_W8","FANY2017820","FANY",0
"7295","FANY2017820_W9","FANY2017820","FANY",0
"7296","FANY2017820_W10","FANY2017820","FANY",0
"7297","FANY2017820_W11","FANY2017820","FANY",0
"7298","FANY2017821_W1","FANY2017821","FANY",0
"7299","FANY2017821_W2","FANY2017821","FANY",0
"7300","FANY2017821_W3","FANY2017821","FANY",4
"7301","FANY2017821_W4","FANY2017821","FANY",4
"7302","FANY2017821_W5","FANY2017821","FANY",8
"7303","FANY2017821_W6","FANY2017821","FANY",2
"7304","FANY2017821_W7","FANY2017821","FANY",3
"7305","FANY2017821_W8","FANY2017821","FANY",0
"7306","FANY2017821_W9","FANY2017821","FANY",0
"7307","FANY2017821_W10","FANY2017821","FANY",0
"7308","FANY2017821_W11","FANY2017821","FANY",1
"7309","NANO2017821_W1","NANO2017821","NANO",0
"7310","NANO2017821_W2","NANO2017821","NANO",0
"7311","NANO2017821_W3","NANO2017821","NANO",0
"7312","NANO2017821_W4","NANO2017821","NANO",0
"7313","NANO2017821_W5","NANO2017821","NANO",0
"7314","NANO2017821_W6","NANO2017821","NANO",0
"7315","NANO2017821_W7","NANO2017821","NANO",0
"7316","NANO2017821_W8","NANO2017821","NANO",0
"7317","NANO2017821_W9","NANO2017821","NANO",0
"7318","NANO2017821_W10","NANO2017821","NANO",0
"7319","NANO2017821_W11","NANO2017821","NANO",0
"7320","NJEN2017818_W1","NJEN2017818","NJEN",18
"7321","NJEN2017818_W2","NJEN2017818","NJEN",0
"7322","NJEN2017818_W3","NJEN2017818","NJEN",10
"7323","NJEN2017818_W4","NJEN2017818","NJEN",10
"7324","NJEN2017818_W5","NJEN2017818","NJEN",80
"7325","NJEN2017818_W6","NJEN2017818","NJEN",70
"7326","NJEN2017818_W7","NJEN2017818","NJEN",70
"7327","NJEN2017818_W8","NJEN2017818","NJEN",80
"7328","NJEN2017818_W9","NJEN2017818","NJEN",50
"7329","NJEN2017818_W10","NJEN2017818","NJEN",50
"7330","NJEN2017818_W11","NJEN2017818","NJEN",50
"7331","NJEN2017819_W1","NJEN2017819","NJEN",0
"7332","NJEN2017819_W2","NJEN2017819","NJEN",0
"7333","NJEN2017819_W3","NJEN2017819","NJEN",0
"7334","NJEN2017819_W4","NJEN2017819","NJEN",0
"7335","NJEN2017819_W5","NJEN2017819","NJEN",0
"7336","NJEN2017819_W6","NJEN2017819","NJEN",0
"7337","NJEN2017819_W7","NJEN2017819","NJEN",20
"7338","NJEN2017819_W8","NJEN2017819","NJEN",0
"7339","NJEN2017820_W1","NJEN2017820","NJEN",60
"7340","NJEN2017820_W2","NJEN2017820","NJEN",20
"7341","NJEN2017820_W3","NJEN2017820","NJEN",310
"7342","NJEN2017820_W4","NJEN2017820","NJEN",130
"7343","NJEN2017820_W5","NJEN2017820","NJEN",260
"7344","NJEN2017820_W6","NJEN2017820","NJEN",490
"7345","NJEN2017820_W7","NJEN2017820","NJEN",319
"7346","NJEN2017820_W8","NJEN2017820","NJEN",127
"7347","NJEN2017820_W9","NJEN2017820","NJEN",210
"7348","NJEN2017820_W10","NJEN2017820","NJEN",120
"7349","NJEN2017820_W11","NJEN2017820","NJEN",0
"7350","GRIC2017818_W1","GRIC2017818","GRIC",0
"7351","GRIC2017818_W2","GRIC2017818","GRIC",0
"7352","GRIC2017818_W3","GRIC2017818","GRIC",0
"7353","GRIC2017818_W4","GRIC2017818","GRIC",0
"7354","GRIC2017818_W5","GRIC2017818","GRIC",0
"7355","GRIC2017818_W6","GRIC2017818","GRIC",0
"7356","GRIC2017818_W7","GRIC2017818","GRIC",0
"7357","GRIC2017818_W8","GRIC2017818","GRIC",0
"7358","GRIC2017818_W9","GRIC2017818","GRIC",0
"7359","GRIC2017818_W10","GRIC2017818","GRIC",0
"7360","GRIC2017818_W11","GRIC2017818","GRIC",0
"7361","GRIC2017820_W1","GRIC2017820","GRIC",0
"7362","GRIC2017820_W2","GRIC2017820","GRIC",0
"7363","GRIC2017820_W3","GRIC2017820","GRIC",0
"7364","GRIC2017820_W4","GRIC2017820","GRIC",0
"7365","GRIC2017820_W5","GRIC2017820","GRIC",0
"7366","GRIC2017820_W6","GRIC2017820","GRIC",0
"7367","GRIC2017820_W7","GRIC2017820","GRIC",6
"7368","GRIC2017820_W8","GRIC2017820","GRIC",6
"7369","GRIC2017820_W9","GRIC2017820","GRIC",6
"7370","GRIC2017820_W10","GRIC2017820","GRIC",6
"7371","GRIC2017820_W11","GRIC2017820","GRIC",0
"7372","PIPE2017821_W1","PIPE2017821","PIPE",0
"7373","PIPE2017821_W2","PIPE2017821","PIPE",0
"7374","PIPE2017821_W3","PIPE2017821","PIPE",0
"7375","PIPE2017821_W4","PIPE2017821","PIPE",0
"7376","PIPE2017821_W5","PIPE2017821","PIPE",0
"7377","PIPE2017821_W6","PIPE2017821","PIPE",0
"7378","PIPE2017821_W7","PIPE2017821","PIPE",0
"7379","PIPE2017821_W8","PIPE2017821","PIPE",0
"7380","PIPE2017821_W9","PIPE2017821","PIPE",0
"7381","PIPE2017821_W10","PIPE2017821","PIPE",0
"7382","BBMB2017819_W1","BBMB2017819","BBMB",0
"7383","BBMB2017819_W2","BBMB2017819","BBMB",0
"7384","BBMB2017819_W3","BBMB2017819","BBMB",0
"7385","BBMB2017819_W4","BBMB2017819","BBMB",0
"7386","BBMB2017819_W5","BBMB2017819","BBMB",0
"7387","BBMB2017819_W6","BBMB2017819","BBMB",0
"7388","BBMB2017819_W7","BBMB2017819","BBMB",0
"7389","BBMB2017819_W8","BBMB2017819","BBMB",0
"7390","BBMB2017819_W9","BBMB2017819","BBMB",0
"7391","BBMB2017819_W10","BBMB2017819","BBMB",0
"7392","BB042017819_W1","BB042017819","BB04",0
"7393","BB042017819_W2","BB042017819","BB04",0
"7394","BB042017819_W3","BB042017819","BB04",0
"7395","BB042017819_W4","BB042017819","BB04",0
"7396","BB042017819_W5","BB042017819","BB04",0
"7397","BB042017819_W6","BB042017819","BB04",0
"7398","BB042017819_W7","BB042017819","BB04",0
"7399","BB042017819_W8","BB042017819","BB04",0
"7400","BB042017819_W9","BB042017819","BB04",0
"7401","BB042017819_W10","BB042017819","BB04",200
"7402","BB042017819_W11","BB042017819","BB04",0
"7403","CHEM2017819_W1","CHEM2017819","CHEM",0
"7404","CHEM2017819_W2","CHEM2017819","CHEM",0
"7405","CHEM2017819_W3","CHEM2017819","CHEM",0
"7406","CHEM2017819_W4","CHEM2017819","CHEM",0
"7407","CHEM2017819_W5","CHEM2017819","CHEM",0
"7408","CHEM2017819_W6","CHEM2017819","CHEM",0
"7409","CHEM2017819_W7","CHEM2017819","CHEM",0
"7410","CHEM2017819_W8","CHEM2017819","CHEM",0
"7411","CHEM2017819_W9","CHEM2017819","CHEM",0
"7412","CHEM2017819_W10","CHEM2017819","CHEM",0
"7413","CHEM2017819_W11","CHEM2017819","CHEM",0
"7414","CHEM2017820_W1","CHEM2017820","CHEM",0
"7415","CHEM2017820_W2","CHEM2017820","CHEM",0
"7416","CHEM2017820_W3","CHEM2017820","CHEM",0
"7417","CHEM2017820_W4","CHEM2017820","CHEM",0
"7418","CHEM2017820_W5","CHEM2017820","CHEM",0
"7419","CHEM2017820_W6","CHEM2017820","CHEM",0
"7420","CHEM2017820_W7","CHEM2017820","CHEM",0
"7421","CHEM2017820_W8","CHEM2017820","CHEM",0
"7422","CHEM2017820_W9","CHEM2017820","CHEM",0
"7423","CHEM2017820_W10","CHEM2017820","CHEM",0
"7424","CHEM2017820_W11","CHEM2017820","CHEM",0
"7425","COWC2017821_W1","COWC2017821","COWC",0
"7426","COWC2017821_W2","COWC2017821","COWC",0
"7427","COWC2017821_W3","COWC2017821","COWC",0
"7428","COWC2017821_W4","COWC2017821","COWC",0
"7429","COWC2017821_W5","COWC2017821","COWC",0
"7430","COWC2017821_W6","COWC2017821","COWC",0
"7431","COWC2017821_W7","COWC2017821","COWC",0
"7432","COWC2017821_W8","COWC2017821","COWC",0
"7433","COWC2017821_W9","COWC2017821","COWC",0
"7434","COWC2017821_W10","COWC2017821","COWC",0
"7435","COWC2017821_W11","COWC2017821","COWC",0
"7436","SDNY2017819_W1","SDNY2017819","SDNY",1.33333333333333
"7437","SDNY2017819_W2","SDNY2017819","SDNY",83.3333333333333
"7438","SDNY2017819_W3","SDNY2017819","SDNY",96
"7439","SDNY2017819_W4","SDNY2017819","SDNY",82.6666666666667
"7440","SDNY2017819_W5","SDNY2017819","SDNY",78
"7441","SDNY2017819_W6","SDNY2017819","SDNY",8
"7442","SDNY2017819_W7","SDNY2017819","SDNY",30.6666666666667
"7443","SDNY2017819_W8","SDNY2017819","SDNY",22
"7444","SDNY2017819_W9","SDNY2017819","SDNY",5.33333333333333
"7445","SDNY2017819_W10","SDNY2017819","SDNY",8.66666666666667
"7446","SDNY2017819_W11","SDNY2017819","SDNY",8.66666666666667
"7447","SDNY2017820_W1","SDNY2017820","SDNY",190
"7448","SDNY2017820_W2","SDNY2017820","SDNY",203
"7449","SDNY2017820_W3","SDNY2017820","SDNY",190
"7450","SDNY2017820_W4","SDNY2017820","SDNY",2
"7451","SDNY2017820_W5","SDNY2017820","SDNY",14
"7452","SDNY2017820_W6","SDNY2017820","SDNY",36
"7453","SDNY2017820_W7","SDNY2017820","SDNY",31
"7454","SDNY2017820_W8","SDNY2017820","SDNY",40
"7455","SDNY2017820_W9","SDNY2017820","SDNY",41
"7456","SDNY2017820_W10","SDNY2017820","SDNY",4
"7457","SDNY2017820_W11","SDNY2017820","SDNY",0
"7458","BB722017820_W1","BB722017820","BB72",30
"7459","BB722017820_W2","BB722017820","BB72",8
"7460","BB722017820_W3","BB722017820","BB72",20
"7461","BB722017820_W4","BB722017820","BB72",0
"7462","ENBO2017721_W1","ENBO2017721","ENBO",39
"7463","ENBO2017721_W2","ENBO2017721","ENBO",0
"7464","ENBO2017721_W3","ENBO2017721","ENBO",0
"7465","ENBO2017721_W4","ENBO2017721","ENBO",48
"7466","ENBO2017721_W5","ENBO2017721","ENBO",210
"7467","ENBO2017721_W6","ENBO2017721","ENBO",210
"7468","ENBO2017721_W7","ENBO2017721","ENBO",0
"7469","ENBO2017721_W8","ENBO2017721","ENBO",36
"7470","ENBO2017721_W9","ENBO2017721","ENBO",0
"7471","ENBO2017721_W10","ENBO2017721","ENBO",0
"7472","ENBO2017721_W11","ENBO2017721","ENBO",0
"7473","ENBO2017722_W1","ENBO2017722","ENBO",0
"7474","ENBO2017722_W2","ENBO2017722","ENBO",4
"7475","ENBO2017722_W3","ENBO2017722","ENBO",3
"7476","ENBO2017722_W4","ENBO2017722","ENBO",120
"7477","ENBO2017722_W5","ENBO2017722","ENBO",0
"7478","ENBO2017722_W6","ENBO2017722","ENBO",0
"7479","ENBO2017722_W7","ENBO2017722","ENBO",6
"7480","ENBO2017722_W8","ENBO2017722","ENBO",1
"7481","ENBO2017722_W9","ENBO2017722","ENBO",0
"7482","ENBO2017722_W10","ENBO2017722","ENBO",0
"7483","ENBO2017722_W11","ENBO2017722","ENBO",0
"7484","COMX2017819_W1","COMX2017819","COMX",0
"7485","COMX2017819_W2","COMX2017819","COMX",100
"7486","COMX2017819_W3","COMX2017819","COMX",100
"7487","COMX2017819_W4","COMX2017819","COMX",100
"7488","COMX2017819_W5","COMX2017819","COMX",100
"7489","COMX2017819_W6","COMX2017819","COMX",100
"7490","COMX2017819_W7","COMX2017819","COMX",100
"7491","COMX2017819_W8","COMX2017819","COMX",100
"7492","COMX2017819_W9","COMX2017819","COMX",100
"7493","COMX2017819_W10","COMX2017819","COMX",100
"7494","COMX2017819_W11","COMX2017819","COMX",100
"7495","COMX2017820_W1","COMX2017820","COMX",0
"7496","COMX2017820_W2","COMX2017820","COMX",0
"7497","COMX2017820_W3","COMX2017820","COMX",5
"7498","COMX2017820_W4","COMX2017820","COMX",10
"7499","COMX2017820_W5","COMX2017820","COMX",6
"7500","COMX2017820_W6","COMX2017820","COMX",7
"7501","COMX2017820_W7","COMX2017820","COMX",14
"7502","COMX2017820_W8","COMX2017820","COMX",0
"7503","COMX2017820_W9","COMX2017820","COMX",0
